x,y,edge_id,subtype,method,type,ai,info,info_bits,info_cond,cplx,n_xy_ai,info_shifted,info_shifted_bits,ort_inferred,is_causal,sign,partial_correlation,p_y2x,p_x2y,weight
fgf1,mapk9,fgf1---mapk9,lumb,MIIC,P,NA,22.444137,0.0702387096462744,22.444137,10.348319,461,12.095818,0.0378537454318774,1,FALSE,+,0.214848770663974,0.5,0.5,NA
arid5b,hras,arid5b---hras,lumb,MIIC,P,NA,22.392401,0.0700768023347008,22.392401,10.412606,461,11.979795,0.0374906525756321,1,FALSE,-,-0.31400655224115,0.5,0.499131838690679,NA
tnk2,vegfa,tnk2---vegfa,lumb,MIIC,P,acvr1b [37%],34.709653,0.108623523327715,18.085215,6.131973,461,11.953242,0.0374075552189711,1,FALSE,+,0.30059052468545,0.0475420847826782,0.5,NA
cbfb,nt5e,cbfb---nt5e,lumb,MIIC,P,ccnd2 [37%],38.487936,0.120447623430047,25.396995,13.47436,461,11.922635,0.0373117709085232,1,FALSE,+,0.230018001184628,0.5,0.13613741955341,NA
afdn,mapk9,afdn---mapk9,lumb,MIIC,P,NA,22.268071,0.0696877128023066,22.268071,10.350044,461,11.918027,0.0372973502170949,1,FALSE,-,-0.272391147634335,0.5,0.5,NA
pik3r1,pten,pik3r1---pten,lumb,MIIC,P,NA,22.311345,0.0698231383667305,22.311345,10.39534,461,11.916005,0.0372910223876531,1,FALSE,+,0.306200495265522,0.5,0.5,NA
nfkb1,nfkb2,nfkb1---nfkb2,lumb,MIIC,P,NA,22.317712,0.0698430638316445,22.317712,10.423831,461,11.893881,0.0372217855436518,1,FALSE,+,0.337362276538267,0.5,0.5,NA
acvr2b,mapk6,acvr2b---mapk6,lumb,MIIC,P,NA,31.210484,0.0976729077885995,31.210484,19.388758,461,11.821726,0.0369959771690849,1,FALSE,-,-0.347619642251393,0.5,0.5,NA
mmp15,src,mmp15---src,lumb,MIIC,P,NA,21.99734,0.0688404627565042,21.99734,10.211135,461,11.786205,0.0368848145431686,1,FALSE,+,0.232430077090167,0.5,0.5,NA
sdc4,src,sdc4---src,lumb,MIIC,P,NA,22.153146,0.0693280561264407,22.153146,10.382061,461,11.771085,0.0368374966494197,2,FALSE,+,0.280599284360365,0.5,0.999998819968763,NA
cdk6,ptprd,cdk6---ptprd,lumb,MIIC,P,col6a3 [63%],50.98578,0.159559505340251,21.342512,9.590213,461,11.752299,0.0367787060441309,-2,FALSE,+,0.132310979261893,0.750151867913373,0.5,NA
ctcf,rbl2,ctcf---rbl2,lumb,MIIC,P,cdh1 [19%],27.532377,0.0861623075092958,19.907747,8.184305,461,11.723442,0.0366883983417557,-2,FALSE,+,0.242665791711771,0.546012844449414,0.5,NA
notch1,serpini1,notch1---serpini1,lumb,MIIC,P,NA,32.116972,0.10050975321642,32.116972,20.394966,461,11.722006,0.0366839043936457,1,FALSE,-,-0.265463094307615,0.5,0.5,NA
casp8,tsc2,casp8---tsc2,lumb,MIIC,P,tnk2 [43%],36.182816,0.113233772686763,24.512198,12.846116,461,11.666082,0.0365088907765814,6,FALSE,-,-0.249772595394661,0.998810676380582,0.591252110036158,NA
asxl1,bcl2l1,asxl1---bcl2l1,lumb,MIIC,P,NA,27.087644,0.0847705198875611,27.087644,15.476852,461,11.610792,0.0363358612563845,1,FALSE,+,0.289128588593239,0.5,0.5,NA
ncstn,nfkb1,ncstn---nfkb1,lumb,MIIC,P,NA,22.024946,0.0689268554664798,22.024946,10.423307,461,11.601639,0.0363072170314186,1,FALSE,+,0.34976863451741,0.5,0.471632453900006,NA
ctcf,pdgfra,ctcf---pdgfra,lumb,MIIC,P,ppp2cb [53%],47.250199,0.147869040733876,27.040068,15.452959,461,11.587109,0.0362617455369629,1,FALSE,-,-0.218519146256367,0.5,0.5,NA
epcam,rasgef1b,epcam---rasgef1b,lumb,MIIC,P,NA,21.953687,0.0687038511152462,21.953687,10.390036,461,11.563651,0.0361883339528649,1,FALSE,+,0.274702304873567,0.5,0.5,NA
fgf1,mmp19,fgf1---mmp19,lumb,MIIC,P,NA,21.908332,0.0685619130814512,21.908332,10.365018,461,11.543314,0.0361246895080784,1,FALSE,+,0.291245023192568,0.5,0.5,NA
asxl2,taf1,asxl2---taf1,lumb,MIIC,P,NA,27.26103,0.0853131296974518,27.26103,15.735744,461,11.525286,0.0360682710564577,1,FALSE,+,0.357121358949354,0.155100157822968,0.5,NA
arid5b,jak2,arid5b---jak2,lumb,MIIC,P,NA,21.782606,0.0681684547805601,21.782606,10.30997,461,11.472636,0.0359035033907249,1,FALSE,+,0.281765555005437,0.5,0.5,NA
map2k1,map3k1,map2k1---map3k1,lumb,MIIC,P,NA,21.814104,0.0682670274668896,21.814104,10.410044,461,11.40406,0.0356888954620395,1,FALSE,-,-0.319530009128152,0.5,0.5,NA
foxp1,map3k1,foxp1---map3k1,lumb,MIIC,P,NA,31.638921,0.0990136972359603,31.638921,20.252523,461,11.386398,0.0356336224038785,1,FALSE,+,0.311761601083794,0.5,0.5,NA
dab2,tgfbr3,dab2---tgfbr3,lumb,MIIC,P,NA,26.870957,0.0840924000170078,26.870957,15.497097,461,11.37386,0.0355943848541548,1,FALSE,+,0.0358875410395653,0.5,0.5,NA
abcc10,bcl2l1,abcc10---bcl2l1,lumb,MIIC,P,NA,27.14287,0.084943349120377,27.14287,15.784765,461,11.358105,0.035545079734048,-2,FALSE,+,0.297799861476423,0.918672471199817,0.5,NA
cdh1,mmp15,cdh1---mmp15,lumb,MIIC,P,NA,21.575755,0.0675211165768661,21.575755,10.297527,461,11.278228,0.0352951054351737,-2,FALSE,+,0.265962630568728,0.99948218338676,0.5,NA
bmp7,mmp13,bmp7---mmp13,lumb,MIIC,P,NA,21.627631,0.0676834620170855,21.627631,10.355254,461,11.272377,0.0352767947872686,1,FALSE,+,0.283888043644615,0.5,0.5,NA
rbpj,tsc2,rbpj---tsc2,lumb,MIIC,P,NA,21.594879,0.0675809649498855,21.594879,10.334645,461,11.260234,0.0352387933862241,1,FALSE,-,-0.32376900015476,0.5,0.5,NA
heyl,pdgfa,heyl---pdgfa,lumb,MIIC,P,NA,26.922199,0.0842527613603597,26.922199,15.695484,461,11.226715,0.035133895999943,1,FALSE,+,0.306361298471351,0.5,0.5,NA
kdm5a,map4,kdm5a---map4,lumb,MIIC,P,fbxw7 [64%],54.137131,0.169421627812703,18.090289,6.870589,461,11.2197,0.035111942625297,1,FALSE,+,0.254928012449564,0.5,0.5,NA
abcc10,acvr1b,abcc10---acvr1b,lumb,MIIC,P,NA,21.01138,0.0657549104733916,21.01138,9.80674,461,11.20464,0.0350648125009677,-2,FALSE,+,0.200297355460035,0.918672471199817,0.5,NA
epcam,plagl1,epcam---plagl1,lumb,MIIC,P,NA,26.720602,0.0836218654988454,26.720602,15.55034,461,11.170262,0.0349572268824955,2,TRUE,-,-0.280840398050797,0.203541492294716,0.906242881348077,NA
hey2,heyl,hey2---heyl,lumb,MIIC,P,pdgfrb [71%],67.804245,0.212192728877918,20.536413,9.377961,461,11.158452,0.03492026760173,1,FALSE,+,0.157651206192817,0.5,0.5,NA
adam10,mapk14,adam10---mapk14,lumb,MIIC,P,sf3b1 [52%];ncoa2 [5%],48.742216,0.152538293503555,20.02218,8.892906,461,11.129274,0.0348289553329598,1,FALSE,+,0.188266248133602,0.5,0.5,NA
chd1,pbrm1,chd1---pbrm1,lumb,MIIC,P,NA,21.504291,0.0672974706801153,21.504291,10.400235,461,11.104056,0.0347500358458858,1,FALSE,+,0.349968847624853,0.5,0.5,NA
casp8,ncor2,casp8---ncor2,lumb,MIIC,P,eif4e [10%],35.056948,0.109710379670938,15.982638,5.012627,461,10.970011,0.0343305433149618,6,FALSE,-,-0.274636740419495,0.998810676380582,0.996094014077569,NA
fbxw7,foxo3,fbxw7---foxo3,lumb,MIIC,P,NA,34.002082,0.106409186727332,34.002082,23.060235,461,10.941847,0.0342424043493835,-2,FALSE,+,0.307675206990918,0.756407833787932,0.5,NA
men1,vegfb,men1---vegfb,lumb,MIIC,P,NA,21.242742,0.0664789556144983,21.242742,10.351136,461,10.891606,0.0340851756258492,1,FALSE,+,0.272416913504307,0.5,0.5,NA
itgav,smad4,itgav---smad4,lumb,MIIC,P,NA,33.556466,0.105014635765638,33.556466,22.669708,461,10.886758,0.0340700038567424,2,FALSE,+,0.299599145377506,0.5,0.984943745216981,NA
mapk6,sdc4,mapk6---sdc4,lumb,MIIC,P,NA,21.059421,0.0659052543182058,21.059421,10.179574,461,10.879847,0.0340483759490904,-2,FALSE,-,-0.265580561144927,0.940795468491233,0.5,NA
cyp19a1,hdac9,cyp19a1---hdac9,lumb,MIIC,P,NA,21.118861,0.066091271223261,21.118861,10.239563,461,10.879298,0.0340466578589007,-2,FALSE,+,0.280864062287713,0.944784730342779,0.5,NA
bcas3,rad51c,bcas3---rad51c,lumb,MIIC,P,NA,20.509432,0.0641840690625801,20.509432,9.67221,461,10.837222,0.0339149814238889,2,FALSE,+,0.211845230709723,0.5,0.949113699136977,NA
ar,map4,ar---map4,lumb,MIIC,P,NA,26.449818,0.0827744495900556,26.449818,15.662261,461,10.787557,0.0337595552867831,1,FALSE,+,0.296393319777174,0.5,0.5,NA
erbb4,vegfa,erbb4---vegfa,lumb,MIIC,P,epcam [5%],27.04817,0.084646986386381,19.546659,8.770493,461,10.776166,0.0337239072624648,1,FALSE,+,0.215955774132811,0.5,0.5,NA
eif4e,epcam,eif4e---epcam,lumb,MIIC,P,ppp2cb [85%],119.041525,0.372539301035487,29.376282,18.604981,461,10.771301,0.0337086822920224,2,FALSE,+,0.310754403320263,0.5,0.885683408818358,NA
afdn,ubr5,afdn---ubr5,lumb,MIIC,P,chd1 [12%],25.204623,0.0788776238819434,17.506004,6.828675,461,10.677329,0.0334145978269846,1,FALSE,+,0.259738599658997,0.5,0.5,NA
col6a3,serpini1,col6a3---serpini1,lumb,MIIC,P,NA,20.974349,0.0656390223170811,20.974349,10.300449,461,10.6739,0.0334038668046523,1,FALSE,-,-0.263750916107202,0.5,0.5,NA
notch1,ptprm,notch1---ptprm,lumb,MIIC,P,pdgfrb [62%],43.665192,0.136649796004044,17.609907,6.980077,461,10.62983,0.0332659501659278,1,FALSE,+,0.247303227829719,0.5,0.5,NA
dab2,map3k5,dab2---map3k5,lumb,MIIC,P,NA,23.656046,0.0740313671393519,23.656046,13.047128,461,10.608918,0.0332005062642032,1,FALSE,+,0.302961425941947,0.5,0.5,NA
hey2,map2k4,hey2---map2k4,lumb,MIIC,P,NA,20.882849,0.0653526739521324,20.882849,10.333263,461,10.549586,0.0330148273441033,1,FALSE,-,-0.252587987090395,0.5,0.5,NA
arid2,smad4,arid2---smad4,lumb,MIIC,P,NA,25.969927,0.0812726353473935,25.969927,15.427163,461,10.542764,0.0329934779610904,-2,FALSE,+,0.225574823777135,0.995834519133538,0.5,NA
ccne1,map2k4,ccne1---map2k4,lumb,MIIC,P,NA,20.816052,0.0651436333867392,20.816052,10.284033,461,10.532019,0.0329598515875235,1,FALSE,-,-0.275622284751839,0.0955204894796802,0.5,NA
dph1,fbxw7,dph1---fbxw7,lumb,MIIC,P,NA,26.128441,0.0817687033771364,26.128441,15.621139,461,10.507302,0.0328824999751034,-2,TRUE,-,-0.261694622495871,0.972020438630083,0.413949270854966,NA
acvr1,spry2,acvr1---spry2,lumb,MIIC,P,pdgfra [72%],66.415084,0.207845362965345,18.266697,7.784818,461,10.481879,0.0328029389425123,1,FALSE,+,0.283919151328676,0.5,0.5,NA
cyp2c8,map2k1,cyp2c8---map2k1,lumb,MIIC,P,NA,26.148727,0.0818321882179161,26.148727,15.686081,461,10.462646,0.0327427494550472,1,FALSE,-,-0.236065192663446,0.5,0.5,NA
foxp1,pbrm1,foxp1---pbrm1,lumb,MIIC,P,NA,25.982992,0.0813135221385198,25.982992,15.523278,461,10.459714,0.0327335737894075,1,FALSE,+,0.296328729706837,0.5,0.5,NA
erbb2,jak1,erbb2---jak1,lumb,MIIC,P,NA,20.829791,0.0651866294543461,20.829791,10.415461,461,10.41433,0.032591545000393,2,FALSE,-,-0.255919326387284,0.5,0.849156347688112,NA
arid5b,mmp24,arid5b---mmp24,lumb,MIIC,P,NA,20.58188,0.0644107943778129,20.58188,10.185552,461,10.396328,0.0325352079155208,1,FALSE,-,-0.21578180454819,0.5,0.5,NA
gsk3b,smad4,gsk3b---smad4,lumb,MIIC,P,NA,25.80571,0.080758719834314,25.80571,15.412728,461,10.392982,0.0325247366408856,2,FALSE,-,-0.32102062302959,0.5,0.984943745216981,NA
map2k4,st7,map2k4---st7,lumb,MIIC,P,NA,26.118357,0.0817371455966758,26.118357,15.761243,461,10.357114,0.0324124880818257,1,FALSE,+,0.277024931137769,0.5,0.5,NA
map2k2,tnk2,map2k2---tnk2,lumb,MIIC,P,eif4e [55%],48.995843,0.153332016746799,18.075644,7.734297,461,10.341347,0.0323631454078351,1,FALSE,+,0.294584707960464,0.5,0.302786069064269,NA
cdk6,mapk1,cdk6---mapk1,lumb,MIIC,P,NA,20.755205,0.0649532132887935,20.755205,10.424605,461,10.3306,0.0323295127752875,1,FALSE,+,0.34683727596231,0.5,0.5,NA
mmp16,nr1i2,mmp16---nr1i2,lumb,MIIC,P,NA,26.012366,0.0814054477873941,26.012366,15.717844,461,10.294522,0.0322166070232589,1,FALSE,+,0.33570563088174,0.5,0.5,NA
gata3,shank2,gata3---shank2,lumb,MIIC,P,NA,25.498775,0.0797981697207017,25.498775,15.208459,461,10.290316,0.0322034443869422,2,FALSE,+,0.241953037658124,0.5,0.998001620567827,NA
ccnb1,ptprm,ccnb1---ptprm,lumb,MIIC,P,NA,20.537796,0.0642728339262238,20.537796,10.274556,461,10.26324,0.03211871030684,-2,FALSE,-,-0.255156889746294,0.98869744434402,0.5,NA
ctcf,e2f4,ctcf---e2f4,lumb,MIIC,P,cdh1 [32%],30.834692,0.0964968703595197,19.825251,9.578587,461,10.246664,0.0320668358751746,2,TRUE,+,0.276720219011245,6.68321579383277e-5,0.909074971505304,NA
ncoa2,rad51,ncoa2---rad51,lumb,MIIC,P,NA,20.631239,0.0645652628908785,20.631239,10.395569,461,10.23567,0.0320324302585161,1,FALSE,+,0.289891475173587,0.5,0.5,NA
jak1,nras,jak1---nras,lumb,MIIC,P,map2k2 [35%],26.086841,0.0816385165795204,16.955991,6.740687,461,10.215304,0.0319686950585102,1,FALSE,+,0.207755298736928,0.00304859489129151,0.5,NA
adam10,sf3b1,adam10---sf3b1,lumb,MIIC,P,jak1 [64%],41.54041,0.130000311287406,17.254624,7.045407,461,10.209217,0.0319496458508879,1,FALSE,+,0.224359451992584,0.5,0.5,NA
arid5b,ccnd1,arid5b---ccnd1,lumb,MIIC,P,NA,20.625836,0.06454835425464,20.625836,10.424974,461,10.200862,0.0319234989592032,1,FALSE,-,-0.302895238721399,0.5,0.5,NA
rps6kb2,smad4,rps6kb2---smad4,lumb,MIIC,P,NA,25.903709,0.0810654067568998,25.903709,15.764752,461,10.138957,0.0317297678604912,1,FALSE,-,-0.301679474958531,0.5,0.5,NA
hey1,hey2,hey1---hey2,lumb,MIIC,P,heyl [57%],38.845981,0.121568121794288,17.080694,6.948452,461,10.132242,0.0317087533329433,1,FALSE,+,0.16189706870241,0.5,0.5,NA
abcc10,bmf,abcc10---bmf,lumb,MIIC,P,NA,20.51046,0.0641872861786365,20.51046,10.416166,461,10.094294,0.0315899954340026,1,FALSE,+,0.261838850724116,0.5,0.5,NA
cacna2d3,itgav,cacna2d3---itgav,lumb,MIIC,P,NA,20.493139,0.0641330802766772,20.493139,10.415631,461,10.077508,0.0315374638093684,-2,FALSE,+,0.280087887434909,0.530825626372251,0.5,NA
jak1,stat3,jak1---stat3,lumb,MIIC,P,NA,20.244504,0.063354979449147,20.244504,10.17115,461,10.073354,0.0315244639065488,6,FALSE,+,0.165746328866042,0.957173160912581,0.962897335331708,NA
akr1c4,igf1,akr1c4---igf1,lumb,MIIC,P,NA,20.438787,0.0639629862184074,20.438787,10.378001,461,10.060786,0.0314851324721152,1,FALSE,+,0.295703634123509,0.5,0.5,NA
ccnd1,ncor2,ccnd1---ncor2,lumb,MIIC,P,NA,25.770927,0.0806498667722592,25.770927,15.720161,461,10.050766,0.0314537749790356,1,FALSE,+,0.386644871813552,0.5,0.00527877829338423,NA
dab2,ncoa2,dab2---ncoa2,lumb,MIIC,P,NA,25.808443,0.0807672727313785,25.808443,15.760614,461,10.047829,0.0314445836659443,1,FALSE,-,-0.289427638114575,0.5,0.5,NA
mapk1,tsc2,mapk1---tsc2,lumb,MIIC,P,NA,32.251121,0.100929571214338,32.251121,22.204231,461,10.04689,0.0314416450745269,-2,TRUE,-,-0.316048972922693,0.979638785902901,0.0513428062381164,NA
map2k1,mmp19,map2k1---mmp19,lumb,MIIC,P,NA,20.401162,0.0638452391448424,20.401162,10.361712,461,10.03945,0.0314183616664918,1,FALSE,+,0.230078654553456,0.0327848047064754,0.5,NA
eif5a2,mapk14,eif5a2---mapk14,lumb,MIIC,P,NA,25.308437,0.0792025087907826,25.308437,15.374523,461,9.933914,0.031088087775309,1,FALSE,-,-0.285569810972278,0.5,0.5,NA
mmp11,pdgfrb,mmp11---pdgfrb,lumb,MIIC,P,col6a3 [91%],152.638402,0.477680402634742,19.113486,9.196773,461,9.916713,0.031034257412189,2,FALSE,+,0.183106197829401,0.5,0.999992470938931,NA
eif4ebp1,gldc,eif4ebp1---gldc,lumb,MIIC,P,NA,20.125168,0.0629815185914474,20.125168,10.209703,461,9.915465,0.0310303518082605,1,FALSE,+,0.219399471418735,0.5,0.5,NA
acvrl1,mapk1,acvrl1---mapk1,lumb,MIIC,P,NA,20.306369,0.0635485853682459,20.306369,10.425015,461,9.881354,0.0309236017637057,1,FALSE,+,0.266690512337227,0.5,0.5,NA
notch3,sf3b1,notch3---sf3b1,lumb,MIIC,P,NA,20.246124,0.0633600492234773,20.246124,10.385593,461,9.860531,0.0308584363866201,1,FALSE,-,-0.295630087848253,0.5,0.5,NA
hey2,nrarp,hey2---nrarp,lumb,MIIC,P,NA,25.410811,0.0795228872335504,25.410811,15.560326,461,9.850485,0.030826997526792,1,FALSE,+,0.221392812556362,0.5,0.5,NA
arid1a,vegfb,arid1a---vegfb,lumb,MIIC,P,NA,25.229995,0.0789570253105279,25.229995,15.399308,461,9.830687,0.030765039877292,1,FALSE,+,0.281054742247618,0.5,0.5,NA
klrg1,mmp25,klrg1---mmp25,lumb,MIIC,P,NA,25.46966,0.0797070546098221,25.46966,15.649112,461,9.820548,0.0307333099748634,1,FALSE,+,0.196615536175669,0.5,0.5,NA
ncor2,pdgfrb,ncor2---pdgfrb,lumb,MIIC,P,NA,25.053684,0.0784052617414299,25.053684,15.235561,461,9.818123,0.0307257209608197,1,FALSE,+,0.279096705471948,0.5,0.0380594370562148,NA
ncstn,rad51c,ncstn---rad51c,lumb,MIIC,P,NA,20.121104,0.0629688003427572,20.121104,10.376066,461,9.745038,0.0304970021602484,1,FALSE,-,-0.293958357951417,0.5,0.00162343023734809,NA
cacna2d3,map2k4,cacna2d3---map2k4,lumb,MIIC,P,NA,19.794307,0.061946092292264,19.794307,10.064315,461,9.729992,0.0304499158487837,1,FALSE,+,0.218489164805288,0.5,0.5,NA
ncstn,psen2,ncstn---psen2,lumb,MIIC,P,NA,32.844428,0.102786319731962,32.844428,23.185793,461,9.658635,0.030226604807498,1,FALSE,+,0.335794003349341,0.5,0.5,NA
fn1,prr16,fn1---prr16,lumb,MIIC,P,NA,20.00515,0.0626059234213446,20.00515,10.348856,461,9.656294,0.0302192786706418,1,FALSE,+,0.21641365525783,0.5,0.5,NA
map3k3,src,map3k3---src,lumb,MIIC,P,NA,25.209808,0.0788938502892905,25.209808,15.601933,461,9.607875,0.0300677518784838,1,FALSE,+,0.297822955748772,0.5,0.5,NA
nfkb2,sf3b1,nfkb2---sf3b1,lumb,MIIC,P,NA,25.288676,0.0791406669324246,25.288676,15.694239,461,9.594437,0.0300256977874655,1,FALSE,-,-0.32177813532333,0.5,0.5,NA
adam10,rbl2,adam10---rbl2,lumb,MIIC,P,NA,19.732458,0.0617525364450103,19.732458,10.155865,461,9.576593,0.029969855162065,1,FALSE,+,0.213602288620666,0.5,0.5,NA
ccnb1,dlec1,ccnb1---dlec1,lumb,MIIC,P,NA,19.850606,0.0621222794682011,19.850606,10.311883,461,9.538723,0.0298513413633698,2,TRUE,-,-0.225956980924962,0.0390671016518041,0.999884837711203,NA
abcc10,zfp36l1,abcc10---zfp36l1,lumb,MIIC,P,NA,19.393146,0.0606906628230708,19.393146,9.896522,461,9.496624,0.0297195929500805,2,FALSE,-,-0.273698944108081,0.5,0.545931332629769,NA
csf1r,hsd17b14,csf1r---hsd17b14,lumb,MIIC,P,NA,24.982597,0.0781827956625325,24.982597,15.488948,461,9.493649,0.0297102827163568,1,FALSE,+,0.106081421451197,0.5,0.5,NA
acvrl1,eif4e,acvrl1---eif4e,lumb,MIIC,P,NA,19.874182,0.0621960603321577,19.874182,10.400981,461,9.473201,0.029646290898144,1,FALSE,-,-0.248030543192471,0.5,0.5,NA
mmp13,spen,mmp13---spen,lumb,MIIC,P,NA,25.232085,0.0789635659453119,25.232085,15.772309,461,9.459776,0.0296042774904999,2,FALSE,-,-0.24194563822537,0.5,0.989986650201623,NA
arid2,birc6,arid2---birc6,lumb,MIIC,P,NA,24.85513,0.0777838889189816,24.85513,15.451693,461,9.403437,0.0294279651349497,1,FALSE,+,0.260211224940957,0.5,0.5,NA
map2k1,runx1,map2k1---runx1,lumb,MIIC,P,NA,19.65057,0.0614962687410877,19.65057,10.364651,461,9.285919,0.0290601936906651,2,FALSE,-,-0.28572844140923,0.5,0.967798620714395,NA
bche,ptprd,bche---ptprd,lumb,MIIC,P,NA,24.835021,0.0777209579979897,24.835021,15.609064,461,9.225957,0.028872543191659,1,FALSE,+,0.254076057708393,0.5,0.5,NA
gata3,mapt,gata3---mapt,lumb,MIIC,P,NA,19.551676,0.0611867809246589,19.551676,10.342221,461,9.209455,0.0288209003422778,1,FALSE,+,0.258114282312722,0.5,0.5,NA
ccnd3,syne1,ccnd3---syne1,lumb,MIIC,P,NA,19.612669,0.0613776579281924,19.612669,10.407253,461,9.205416,0.0288082603308458,1,FALSE,-,-0.282286601423346,0.5,0.5,NA
erbb2,spry2,erbb2---spry2,lumb,MIIC,P,NA,24.606683,0.0770063764356329,24.606683,15.423275,461,9.183408,0.0287393865077224,1,FALSE,-,-0.26442928564364,0.5,0.5,NA
eif4ebp1,hsd17b10,eif4ebp1---hsd17b10,lumb,MIIC,P,NA,24.941204,0.0780532566694143,24.941204,15.792039,461,9.149165,0.0286322233704444,1,FALSE,+,0.312967666305348,0.5,0.5,NA
birc6,pten,birc6---pten,lumb,MIIC,P,NA,19.376828,0.0606395957999098,19.376828,10.28,461,9.096828,0.0284684352351841,1,FALSE,+,0.253312827000726,0.5,0.5,NA
ctnna1,mmp11,ctnna1---mmp11,lumb,MIIC,P,NA,24.655903,0.077160409949543,24.655903,15.561737,461,9.094166,0.0284601045319328,1,FALSE,+,0.269155948953544,0.5,0.5,NA
casp8,peg3,casp8---peg3,lumb,MIIC,P,NA,19.484124,0.0609753775940686,19.484124,10.414104,461,9.07002,0.0283845398584896,-2,FALSE,-,-0.252274978618825,0.999876953987008,0.5,NA
gata3,ncor1,gata3---ncor1,lumb,MIIC,P,setd2 [35%],33.517427,0.10489246359275,14.808924,5.750121,461,9.058803,0.0283494363654882,1,FALSE,+,0.259733616627693,0.5,0.5,NA
cyp19a1,smad2,cyp19a1---smad2,lumb,MIIC,P,NA,19.295969,0.060386548341534,19.295969,10.260781,461,9.035188,0.0282755334514088,1,FALSE,+,0.281224945250258,0.5,0.5,NA
cdh1,gldc,cdh1---gldc,lumb,MIIC,P,NA,21.92127,0.0686024024273059,21.92127,12.906223,461,9.015047,0.0282125023867265,1,FALSE,+,0.224451468310432,0.5,0.5,NA
arid5b,mmp3,arid5b---mmp3,lumb,MIIC,P,ccnd2 [44%],26.399772,0.0826178311171352,16.281467,7.267025,461,9.014442,0.0282106090450785,1,FALSE,+,0.217346207368421,0.5,0.5,NA
ccnd1,smarcd1,ccnd1---smarcd1,lumb,MIIC,P,NA,19.310931,0.0604333717758112,19.310931,10.326228,461,8.984703,0.0281175411322347,1,FALSE,+,0.253497859430891,0.5,0.5,NA
dlec1,jag1,dlec1---jag1,lumb,MIIC,P,NA,19.259551,0.0602725785627941,19.259551,10.33102,461,8.928531,0.0279417514015691,1,FALSE,+,0.196912702310083,0.5,0.5,NA
mapk14,myc,mapk14---myc,lumb,MIIC,P,NA,19.33513,0.0605091023122417,19.33513,10.415615,461,8.919515,0.0279135359167781,2,FALSE,+,0.28209543295035,0.5,0.995761712086613,NA
nfkb1,peg3,nfkb1---peg3,lumb,MIIC,P,NA,19.230764,0.0601824899247419,19.230764,10.328834,461,8.90193,0.0278585038293724,1,FALSE,-,-0.169312708989189,0.354559325034061,0.5,NA
fancd2,tubb4b,fancd2---tubb4b,lumb,MIIC,P,NA,19.236653,0.0602009194932794,19.236653,10.341775,461,8.894878,0.0278364346635843,1,FALSE,+,0.222891510741281,0.5,0.5,NA
akt1,rad51c,akt1---rad51c,lumb,MIIC,P,NA,19.280021,0.0603366392297941,19.280021,10.386557,461,8.893464,0.0278320095642614,1,FALSE,-,-0.277297798986628,0.5,0.5,NA
pbrm1,sf3b1,pbrm1---sf3b1,lumb,MIIC,P,NA,19.091838,0.0597477223515303,19.091838,10.271369,461,8.820469,0.0276035724178196,1,FALSE,-,-0.241068391067482,0.5,0.5,NA
bmf,st7,bmf---st7,lumb,MIIC,P,NA,24.482086,0.0766164513293213,24.482086,15.733306,461,8.74878,0.0273792223857452,1,FALSE,-,-0.265021444409752,0.5,0.5,NA
mmp15,notch1,mmp15---notch1,lumb,MIIC,P,NA,30.957705,0.0968818383531529,30.957705,22.263862,461,8.693843,0.0272072975756339,1,FALSE,+,0.280841944215526,0.5,0.5,NA
acvr1,bcl2l1,acvr1---bcl2l1,lumb,MIIC,P,NA,19.075006,0.059695046770341,19.075006,10.389133,461,8.685873,0.0271823555377253,1,FALSE,-,-0.278217323900904,0.5,0.5,NA
ccne1,e2f3,ccne1---e2f3,lumb,MIIC,P,NA,24.311656,0.0760830922928382,24.311656,15.654447,461,8.657209,0.0270926518269833,1,FALSE,+,0.307452765973947,0.235140281570923,0.5,NA
akt1,ncor2,akt1---ncor2,lumb,MIIC,P,NA,24.18859,0.0756979584362177,24.18859,15.610509,461,8.578081,0.0268450215163641,2,FALSE,+,0.314314555850015,0.5,0.883415349753121,NA
gdf11,pms2,gdf11---pms2,lumb,MIIC,P,kdm5a [1%],18.831381,0.0589326246893506,14.378025,5.907352,461,8.470673,0.0265088892192886,1,FALSE,-,-0.181780590806804,0.5,0.5,NA
acvr1b,itgav,acvr1b---itgav,lumb,MIIC,P,spry2 [35%],29.364776,0.0918967824555645,15.328964,6.85948,461,8.469484,0.0265051682552894,1,FALSE,-,-0.25751884517928,0.5,0.5,NA
abcc10,bcas3,abcc10---bcas3,lumb,MIIC,P,NA,18.84292,0.0589687358782375,18.84292,10.402638,461,8.440282,0.0264137808787514,1,FALSE,+,0.244636026342227,0.5,0.5,NA
abcc10,src,abcc10---src,lumb,MIIC,P,NA,18.771638,0.0587456595487263,18.771638,10.396302,461,8.375336,0.026210532999954,1,FALSE,+,0.322263211973227,0.5,0.5,NA
pik3r1,rbl2,pik3r1---rbl2,lumb,MIIC,P,NA,18.723621,0.0585953908116799,18.723621,10.353149,461,8.370472,0.026195311159002,1,FALSE,-,-0.182743211731653,0.5,0.5,NA
asxl2,maml3,asxl2---maml3,lumb,MIIC,P,NA,18.714406,0.0585665525583138,18.714406,10.407074,461,8.307332,0.0259977151397358,1,FALSE,+,0.294287601332474,0.5,0.5,NA
