x,y,edge_id,subtype,method,type,ai,info,info_bits,info_cond,cplx,n_xy_ai,info_shifted,info_shifted_bits,ort_inferred,is_causal,sign,partial_correlation,p_y2x,p_x2y,weight
abcc1,ccna1,abcc1---ccna1,basal,MIIC,P,NA,10.76966,0.0780770606736695,10.76966,9.986961,199,0.782698999999999,0.00567435158697864,1,FALSE,+,0.207375592879409,0.5,0.5,NA
arid5b,prkg1,arid5b---prkg1,basal,MIIC,P,NA,10.767717,0.0780629744602803,10.767717,9.986448,199,0.781269,0.00566398448191095,1,FALSE,-,-0.225204393489255,0.5,0.5,NA
maml1,men1,maml1---men1,basal,MIIC,P,NA,10.744907,0.0778976082598649,10.744907,9.989664,199,0.755243,0.00547530316967891,1,FALSE,+,0.289668147429649,0.5,0.5,NA
mmp19,syne1,mmp19---syne1,basal,MIIC,P,bmp5 [22%];hsd17b6 [49%],12.568426,0.091117617396884,4.464273,3.719157,199,0.745116,0.0054018852165177,1,FALSE,+,0.204501713386106,0.5,0.5,NA
cdh1,mmp23b,cdh1---mmp23b,basal,MIIC,P,NA,10.765288,0.0780453648811129,10.765288,10.022585,199,0.742703000000001,0.00538439163293144,1,FALSE,+,0.199475635155681,0.5,0.5,NA
hdac1,mmp11,hdac1---mmp11,basal,MIIC,P,NA,10.463631,0.0758584349416685,10.463631,9.731242,199,0.732389,0.00530961798141521,1,FALSE,-,-0.32291007988369,0.5,0.5,NA
acvr1,nt5e,acvr1---nt5e,basal,MIIC,P,ackr3 [16%];fgf1 [70%],15.115557,0.109583613689319,4.711927,4.003977,199,0.70795,0.00513244198089117,-2,FALSE,+,0.240367961665367,0.89599848472058,0.5,NA
dll3,map3k5,dll3---map3k5,basal,MIIC,P,NA,10.278891,0.0745191209625035,10.278891,9.576396,199,0.702494999999999,0.00509289473743362,1,FALSE,-,-0.224194713181126,0.5,0.5,NA
mapk1,mapt,mapk1---mapt,basal,MIIC,P,NA,10.727282,0.0777698318774746,10.727282,10.027691,199,0.699591,0.00507184153945,1,FALSE,-,-0.219775132728592,0.5,0.5,NA
kdm5a,notch2,kdm5a---notch2,basal,MIIC,P,NA,10.627806,0.0770486583504019,10.627806,9.951748,199,0.676057999999999,0.0049012337887101,-2,FALSE,+,0.189234193112734,0.972792654985681,0.5,NA
bmp7,src,bmp7---src,basal,MIIC,P,NA,15.697337,0.113801358015391,15.697337,15.053,199,0.644336999999998,0.00467126529930286,1,FALSE,+,0.201315214428528,0.5,0.5,NA
hsd3b1,st7,hsd3b1---st7,basal,MIIC,P,NA,10.630177,0.0770658474455875,10.630177,9.993996,199,0.636181000000001,0.0046121365517979,1,FALSE,+,0.301180143139942,0.5,0.5,NA
abcc1,pde4dip,abcc1---pde4dip,basal,MIIC,P,NA,10.620631,0.0769966415819678,10.620631,10.005966,199,0.614664999999999,0.00445615149401011,1,FALSE,+,0.269752200018656,0.5,0.5,NA
nf2,pbrm1,nf2---pbrm1,basal,MIIC,P,NA,10.599657,0.0768445858744924,10.599657,9.99073,199,0.608927000000001,0.00441455257871053,-2,FALSE,-,-0.320999422871429,0.652821016023522,0.5,NA
map2k1,mapk9,map2k1---mapk9,basal,MIIC,P,adam10 [93%],23.137975,0.167743928586497,6.576008,5.974679,199,0.601329,0.00435946917709909,2,FALSE,+,0.278992268378606,0.5,0.995052318187128,NA
l1cam,mmp19,l1cam---mmp19,basal,MIIC,P,NA,10.595671,0.0768156884753317,10.595671,9.997268,199,0.598402999999999,0.00433825648519134,2,FALSE,+,0.202975483477996,0.5,0.653947723164214,NA
map3k1,pik3r1,map3k1---pik3r1,basal,MIIC,P,nr2f1 [64%],11.613237,0.084192760947579,5.26215,4.668841,199,0.593309000000001,0.00430132639203412,-2,FALSE,+,0.220567610329997,0.982637630818272,0.5,NA
gdf11,nr2f1,gdf11---nr2f1,basal,MIIC,P,tgfb3 [61%],13.894188,0.100729025752658,8.601193,8.020827,199,0.580366,0.00420749321658575,1,FALSE,+,0.252342341325525,0.5,0.5,NA
akr1c4,stk11,akr1c4---stk11,basal,MIIC,P,NA,10.532663,0.0763588978766566,10.532663,9.971458,199,0.561204999999999,0.00406858125840246,-2,FALSE,-,-0.281280312594071,0.900017510392246,0.5,NA
hsd3b1,thsd7a,hsd3b1---thsd7a,basal,MIIC,P,NA,10.54112,0.0764202087910325,10.54112,9.979949,199,0.561171,0.00406833476779246,1,FALSE,+,0.224665753007462,0.5,0.5,NA
bcl2l1,mmp27,bcl2l1---mmp27,basal,MIIC,P,NA,10.534988,0.0763757534845464,10.534988,10.020264,199,0.514724000000001,0.00373160684535946,1,FALSE,+,0.170967105809945,0.5,0.5,NA
large1,pten,large1---pten,basal,MIIC,P,nr2f1 [74%],11.703287,0.0848455985778908,4.236805,3.723905,199,0.512900000000001,0.00371838334910528,1,FALSE,+,0.053396903275583,0.5,0.5,NA
dph1,hdac9,dph1---hdac9,basal,MIIC,P,NA,10.47692,0.0759547765215598,10.47692,9.97803,199,0.498889999999999,0.00361681471833716,1,FALSE,+,0.25043398812243,0.5,0.5,NA
asxl1,eif4e,asxl1---eif4e,basal,MIIC,P,pms2 [87%],13.642843,0.0989068439182247,5.016986,4.542925,199,0.474061,0.00343681132552192,2,FALSE,-,-0.279572252581108,0.5,0.992909577293368,NA
eif4e,inha,eif4e---inha,basal,MIIC,P,NA,10.37092,0.0751863057962622,10.37092,9.91971,199,0.45121,0.00327114788642969,1,FALSE,-,-0.181162700305594,0.5,0.5,NA
ptprm,smad6,ptprm---smad6,basal,MIIC,P,NA,10.475295,0.0759429957203465,10.475295,10.029192,199,0.446102999999999,0.00323412354686275,1,FALSE,+,0.222565182947017,0.5,0.5,NA
afdn,hsd17b7,afdn---hsd17b7,basal,MIIC,P,NA,10.395944,0.075367722885223,10.395944,9.97148,199,0.424464,0.00307724677304469,1,FALSE,+,0.333975941775799,0.5,0.5,NA
abcc1,nfkb2,abcc1---nfkb2,basal,MIIC,P,NA,10.161508,0.0736681266309223,10.161508,9.742067,199,0.419440999999999,0.00304083141027893,1,FALSE,+,0.185751076882786,0.5,0.5,NA
itgav,nrip1,itgav---nrip1,basal,MIIC,P,NA,10.411957,0.0754838127128097,10.411957,10.01112,199,0.400836999999999,0.00290595754826537,1,FALSE,+,0.331793435122723,0.5,0.5,NA
dlec1,rbl2,dlec1---rbl2,basal,MIIC,P,NA,10.245689,0.0742784156321136,10.245689,9.845946,199,0.399743000000001,0.0028980263504024,2,FALSE,+,0.0947215503007275,0.5,0.936392936867466,NA
ccne1,ncstn,ccne1---ncstn,basal,MIIC,P,NA,10.284312,0.074558421715351,10.284312,9.887053,199,0.397259,0.00288001803642467,1,FALSE,+,0.362016416945755,0.5,0.5,NA
hes2,src,hes2---src,basal,MIIC,P,NA,10.411753,0.0754823337691497,10.411753,10.02433,199,0.387422999999998,0.00280870975289609,1,FALSE,+,0.265361097427439,0.5,0.5,NA
rassf1,rbl2,rassf1---rbl2,basal,MIIC,P,NA,12.70364,0.0920978815539632,12.70364,12.322935,199,0.380705000000001,0.00276000610824942,2,FALSE,-,-0.328956640284014,0.5,0.936392936867466,NA
dph1,nr1i2,dph1---nr1i2,basal,MIIC,P,NA,10.400917,0.0754037757617976,10.400917,10.024545,199,0.376372,0.00272859305492191,1,FALSE,+,0.229049881624001,0.5,0.5,NA
acvr1,acvr2a,acvr1---acvr2a,basal,MIIC,P,NA,10.278145,0.0745137126685311,10.278145,9.904886,199,0.373259000000001,0.00270602466465917,1,FALSE,+,0.373107151490722,0.5,0.5,NA
cyp11a1,rbl2,cyp11a1---rbl2,basal,MIIC,P,NA,10.273307,0.0744786385046727,10.273307,9.907212,199,0.366095000000001,0.00265408764318717,1,FALSE,-,-0.134310647478322,0.5,0.5,NA
maml1,mapk4,maml1---mapk4,basal,MIIC,P,NA,10.358065,0.0750931105965103,10.358065,10.013471,199,0.344594000000001,0.00249821133125675,-2,FALSE,+,0.239125932693772,0.856003631864446,0.5,NA
ctcf,rbl2,ctcf---rbl2,basal,MIIC,P,NA,10.31952,0.074813669991731,10.31952,9.97941,199,0.340110000000001,0.00246570356963189,-2,FALSE,+,0.422481871423884,0.999968739569303,0.5,NA
hsd17b1,mapk9,hsd17b1---mapk9,basal,MIIC,P,NA,10.151736,0.0735972823297184,10.151736,9.812406,199,0.33933,0.00246004878504951,1,FALSE,-,-0.255821824069408,0.5,0.5,NA
rab25,rbpj,rab25---rbpj,basal,MIIC,P,NA,10.350554,0.0750386579208715,10.350554,10.024079,199,0.326475,0.0023668535852976,1,FALSE,-,-0.280785186185094,0.5,0.5,NA
ccnd1,gdf11,ccnd1---gdf11,basal,MIIC,P,NA,10.275124,0.0744918112528602,10.275124,9.955925,199,0.319198999999999,0.00231410459475736,1,FALSE,+,0.238340623671213,0.5,0.5,NA
notch3,rad51c,notch3---rad51c,basal,MIIC,P,NA,10.288473,0.0745885878161809,10.288473,9.998345,199,0.290127999999999,0.00210334787348257,-2,FALSE,-,-0.273218468561946,0.9888705715633,0.5,NA
arid1a,mmp1,arid1a---mmp1,basal,MIIC,P,NA,10.306604,0.0747200325588259,10.306604,10.018401,199,0.288202999999999,0.00208939215512222,-2,FALSE,-,-0.352309048742679,0.804060768216428,0.5,NA
abcb11,kmt2d,abcb11---kmt2d,basal,MIIC,P,NA,10.281832,0.0745404424002686,10.281832,10.006951,199,0.274880999999999,0.00199281133434471,1,FALSE,-,-0.296574003787206,0.5,0.5,NA
dll3,nrip1,dll3---nrip1,basal,MIIC,P,NA,10.185697,0.0738434902004904,10.185697,9.912045,199,0.273651999999998,0.00198390142376555,1,FALSE,-,-0.186691934438811,0.5,0.5,NA
kmt2d,mmp19,kmt2d---mmp19,basal,MIIC,P,NA,14.703054,0.106593080862928,14.703054,14.431598,199,0.271456000000001,0.00196798103024902,2,FALSE,+,0.281580630424851,0.5,0.985674467506112,NA
eif4ebp1,mmp12,eif4ebp1---mmp12,basal,MIIC,P,NA,10.266597,0.0744299928578166,10.266597,9.997734,199,0.268863000000001,0.00194918249637453,1,FALSE,+,0.16832273805496,0.5,0.5,NA
pbrm1,smad6,pbrm1---smad6,basal,MIIC,P,NA,10.21818,0.0740789829794512,10.21818,9.956111,199,0.262069,0.00189992787271724,1,FALSE,-,-0.301425120727166,0.5,0.5,NA
asxl1,maml1,asxl1---maml1,basal,MIIC,P,NA,10.238634,0.0742272688305383,10.238634,9.991349,199,0.247285,0.00179274795570968,1,FALSE,+,0.295395382515224,0.5,0.5,NA
herc2,map2k5,herc2---map2k5,basal,MIIC,P,NA,10.052947,0.0728810893629125,10.052947,9.828343,199,0.224603999999999,0.00162831696966746,1,FALSE,+,0.229865261454145,0.5,0.5,NA
dll3,ttyh1,dll3---ttyh1,basal,MIIC,P,NA,10.119961,0.0733669223552247,10.119961,9.900551,199,0.21941,0.00159066190412788,1,FALSE,+,0.221115593966495,0.5,0.5,NA
cacna2d3,map2k2,cacna2d3---map2k2,basal,MIIC,P,NA,10.228667,0.0741550108331889,10.228667,10.01767,199,0.210996999999999,0.00152966997760024,2,FALSE,-,-0.185689192697726,0.5,0.999090108314299,NA
casp9,inhba,casp9---inhba,basal,MIIC,P,NA,15.202685,0.110215267626618,15.202685,15.003069,199,0.199616000000001,0.00144716087076428,1,FALSE,-,-0.144965362706634,0.5,0.5,NA
rpgr,smad2,rpgr---smad2,basal,MIIC,P,NA,10.108078,0.0732807738870293,10.108078,9.964432,199,0.143646,0.00104139382835948,1,FALSE,+,0.16834107533202,0.5,0.5,NA
casp9,gpr32,casp9---gpr32,basal,MIIC,P,NA,10.132216,0.0734557677206825,10.132216,9.992485,199,0.139730999999999,0.00101301115959023,1,FALSE,-,-0.153910051568745,0.5,0.5,NA
erbb4,tubb1,erbb4---tubb1,basal,MIIC,P,NA,10.137233,0.0734921395851053,10.137233,9.999187,199,0.138046000000001,0.00100079537494753,1,FALSE,+,0.238481984530284,0.5,0.5,NA
gldc,rbl1,gldc---rbl1,basal,MIIC,P,NA,10.057511,0.0729141771024432,10.057511,9.923053,199,0.134458,9.74783365868587e-4,1,FALSE,+,0.290747310504247,0.5,0.5,NA
hist1h2bc,setd2,hist1h2bc---setd2,basal,MIIC,P,NA,10.151464,0.0735953104048384,10.151464,10.019676,199,0.131788,9.55426603259674e-4,1,FALSE,-,-0.200005025137628,0.5,0.5,NA
ccnd1,hist1h2bc,ccnd1---hist1h2bc,basal,MIIC,P,NA,10.058721,0.0729229492682697,10.058721,9.94031,199,0.118411,8.58447047671875e-4,1,FALSE,-,-0.314265047969117,0.5,0.5,NA
bmf,pdgfra,bmf---pdgfra,basal,MIIC,P,NA,10.075613,0.0730454116030973,10.075613,9.969048,199,0.10656499999999999,7.7256681925795e-4,1,FALSE,+,0.196564716219261,0.5,0.5,NA
bmpr1a,tnk2,bmpr1a---tnk2,basal,MIIC,P,NA,10.12665,0.0734154157578805,10.12665,10.024113,199,0.102537,7.43364931696641e-4,1,FALSE,-,-0.323953592132867,0.5,0.5,NA
raf1,sox9,raf1---sox9,basal,MIIC,P,NA,10.104432,0.0732543413939686,10.104432,10.026562,199,0.077869999999999,5.64535994140815e-4,1,FALSE,+,0.256386302085356,0.5,0.5,NA
foxo3,kmt2d,foxo3---kmt2d,basal,MIIC,P,NA,10.04986,0.0728587094654691,10.04986,9.974784,199,0.075076000000001,5.44280265777796e-4,1,FALSE,-,-0.250029218093529,0.5,0.5,NA
map2k4,shank2,map2k4---shank2,basal,MIIC,P,NA,10.023199,0.0726654245786091,10.023199,9.954122,199,0.0690770000000001,5.00789172560236e-4,1,FALSE,+,0.172671757526949,0.5,0.5,NA
setd2,spen,setd2---spen,basal,MIIC,P,NA,10.096122,0.0731940961889948,10.096122,10.030361,199,0.0657610000000002,4.76749088361303e-4,1,FALSE,+,0.241836878037185,0.5,0.5,NA
ccnd1,mmp14,ccnd1---mmp14,basal,MIIC,P,NA,9.883091,0.0716496802731374,9.883091,9.824352,199,0.058739000000001,4.25841527672253e-4,1,FALSE,-,-0.0779634303777476,0.5,0.5,NA
acvr2a,birc6,acvr2a---birc6,basal,MIIC,P,NA,10.040784,0.0727929109720465,10.040784,9.990493,199,0.0502909999999996,3.64595860810786e-4,1,FALSE,+,0.295344732808128,0.5,0.5,NA
fbxw7,nfkb2,fbxw7---nfkb2,basal,MIIC,P,NA,21.309601,0.154488722040314,21.309601,21.308986,199,6.1499999999981e-4,4.45858015148964e-6,-2,FALSE,+,0.0978077847720007,0.999998706851662,0.5,NA
col6a3,tgfb3,col6a3---tgfb3,basal,MIIC,N,pdgfrb [100%],63.529231,0.460569379473314,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
col12a1,pdgfrb,col12a1---pdgfrb,basal,MIIC,N,col6a3 [100%],46.987965,0.340649769281227,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
col6a3,mmp11,col6a3---mmp11,basal,MIIC,N,col12a1 [100%],60.197205,0.436413111200383,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
adgra2,nr2f1,adgra2---nr2f1,basal,MIIC,N,tgfb3 [100%],36.858103,0.267211067410425,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
heyl,tgfb3,heyl---tgfb3,basal,MIIC,N,pdgfrb [100%],25.522784,0.185033135208443,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
nr2f1,pdgfrb,nr2f1---pdgfrb,basal,MIIC,N,tgfb3 [100%],39.612562,0.287180134443752,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
bmp4,col6a3,bmp4---col6a3,basal,MIIC,N,tgfb3 [100%],39.955537,0.289666608472138,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
fn1,mmp11,fn1---mmp11,basal,MIIC,N,col12a1 [100%],35.620031,0.258235387336739,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
bmp4,pdgfrb,bmp4---pdgfrb,basal,MIIC,N,tgfb3 [100%],52.967724,0.38400137056269,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
col6a3,heyl,col6a3---heyl,basal,MIIC,N,pdgfrb [100%],34.013015,0.246584965156693,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
adgra2,bmp4,adgra2---bmp4,basal,MIIC,N,tgfb3 [100%],34.435898,0.249650750116373,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
cdkn1b,epcam,cdkn1b---epcam,basal,MIIC,N,ppp2cb [100%],21.826582,0.158236691512343,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
jak1,pms2,jak1---pms2,basal,MIIC,N,eif4e [100%],32.125036,0.232897638822007,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
col12a1,pdgfra,col12a1---pdgfra,basal,MIIC,N,col6a3 [100%],30.749784,0.222927441634205,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
jak1,map2k1,jak1---map2k1,basal,MIIC,N,sf3b1 [100%],22.747175,0.164910736516248,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
adam10,mapk14,adam10---mapk14,basal,MIIC,N,sf3b1 [100%],20.759007,0.150497067601403,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
bmp4,heyl,bmp4---heyl,basal,MIIC,N,pdgfrb [100%],20.678929,0.14991652421706,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
col6a3,fn1,col6a3---fn1,basal,MIIC,N,col12a1 [100%],22.739314,0.164853746437271,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
ackr3,tgfb3,ackr3---tgfb3,basal,MIIC,N,pdgfrb [100%],20.006283,0.145040026486036,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
itgav,sf3b1,itgav---sf3b1,basal,MIIC,N,jak1 [100%],25.15961,0.182400224008545,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
epcam,zfp36l1,epcam---zfp36l1,basal,MIIC,N,ppp2cb [100%],28.809916,0.208863934380038,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
dab2,nr2f1,dab2---nr2f1,basal,MIIC,N,tgfb3 [100%],30.129047,0.218427269817138,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
hsd17b6,jak1,hsd17b6---jak1,basal,MIIC,N,adam10 [100%],31.132996,0.22570562280008,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
ar,bmp4,ar---bmp4,basal,MIIC,N,tgfb3 [100%],21.558068,0.156290039169583,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
dll1,tgfb3,dll1---tgfb3,basal,MIIC,N,pdgfrb [100%],20.944913,0.151844834758547,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
jak1,mapk14,jak1---mapk14,basal,MIIC,N,sf3b1 [100%],18.674692,0.135386359490094,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mecom,pik3r1,mecom---pik3r1,basal,MIIC,N,nr2f1 [100%],18.714873,0.135677660643049,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
bmp4,mmp11,bmp4---mmp11,basal,MIIC,N,pdgfrb [100%],30.01214,0.217579726354097,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
ncoa2,sf3b1,ncoa2---sf3b1,basal,MIIC,N,adam10 [100%],20.895142,0.151484008754124,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
adgra2,col6a3,adgra2---col6a3,basal,MIIC,N,pdgfrb [100%],54.460611,0.394824389012477,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
map2k1,rad51,map2k1---rad51,basal,MIIC,N,sf3b1 [100%],18.368477,0.133166385309462,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
bmp4,pik3r1,bmp4---pik3r1,basal,MIIC,N,tgfb3 [100%],23.443407,0.169958226233375,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
acvrl1,col6a3,acvrl1---col6a3,basal,MIIC,N,adgra2 [100%],18.356447,0.133079171131865,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
itgav,mapk9,itgav---mapk9,basal,MIIC,N,adam10 [100%],19.169154,0.138971072431341,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
hey1,pdgfrb,hey1---pdgfrb,basal,MIIC,N,heyl [100%],18.050399,0.130860407655111,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
ar,nr2f1,ar---nr2f1,basal,MIIC,N,tgfb3 [100%],22.758455,0.164992513400978,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
hsd17b6,sf3b1,hsd17b6---sf3b1,basal,MIIC,N,adam10 [100%],22.476211,0.16294632235012,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
casp8,jak1,casp8---jak1,basal,MIIC,N,sf3b1 [100%],22.770184,0.165077545411705,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
eif4e,mapk9,eif4e---mapk9,basal,MIIC,N,adam10 [100%],21.495406,0.155835756975351,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
sf3b1,stat3,sf3b1---stat3,basal,MIIC,N,jak1 [100%],26.780373,0.194150308141993,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mapk9,ncoa2,mapk9---ncoa2,basal,MIIC,N,adam10 [100%],22.548841,0.163472869791426,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
pms2,sf3b1,pms2---sf3b1,basal,MIIC,N,eif4e [100%],25.030792,0.181466329085041,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
cdk6,gata3,cdk6---gata3,basal,MIIC,N,ar [100%],22.577794,0.163682771045289,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
itgav,map2k2,itgav---map2k2,basal,MIIC,N,adam10 [100%],17.330375,0.125640432508774,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
hsd17b6,ncoa2,hsd17b6---ncoa2,basal,MIIC,N,adam10 [100%],17.168448,0.124466506479196,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mmp15,sf3b1,mmp15---sf3b1,basal,MIIC,N,jak1 [100%],23.249911,0.168555433672411,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
ackr3,itgav,ackr3---itgav,basal,MIIC,N,col12a1 [100%],18.575206,0.134665113465784,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
eif4e,itgav,eif4e---itgav,basal,MIIC,N,jak1 [100%],28.053644,0.203381171244545,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
casp8,eif4e,casp8---eif4e,basal,MIIC,N,sf3b1 [100%],20.354743,0.147566265249595,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
gata3,tgfb3,gata3---tgfb3,basal,MIIC,N,ar [100%],28.281397,0.205032317594533,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mapk6,mapk9,mapk6---mapk9,basal,MIIC,N,adam10 [100%],16.796355,0.121768934992515,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
ackr3,dll1,ackr3---dll1,basal,MIIC,N,pdgfrb [100%],17.120206,0.1241167653025,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
arid1a,eif4e,arid1a---eif4e,basal,MIIC,N,sf3b1 [100%],18.978835,0.137591312242964,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
dll1,nr2f1,dll1---nr2f1,basal,MIIC,N,pdgfrb [100%],20.873165,0.151324681573654,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
pdgfra,tgfb3,pdgfra---tgfb3,basal,MIIC,N,pdgfrb [100%],16.876692,0.122351356055329,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mapk14,rad51,mapk14---rad51,basal,MIIC,N,sf3b1 [100%],16.885973,0.122418640742135,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
heyl,nr2f1,heyl---nr2f1,basal,MIIC,N,pdgfrb [100%],16.917559,0.122647630518826,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mapk9,sf3b1,mapk9---sf3b1,basal,MIIC,N,adam10 [100%],21.481664,0.155736131270568,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
ncoa2,stat3,ncoa2---stat3,basal,MIIC,N,jak1 [100%],16.748583,0.121422601186016,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
adam10,arid1a,adam10---arid1a,basal,MIIC,N,sf3b1 [100%],19.088251,0.138384548024843,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
bmp4,dll1,bmp4---dll1,basal,MIIC,N,pdgfrb [100%],16.786065,0.121694335334371,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
itgav,serpini1,itgav---serpini1,basal,MIIC,N,jak1 [100%],21.516879,0.155991430295014,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
acvrl1,heyl,acvrl1---heyl,basal,MIIC,N,adgra2 [100%],18.370785,0.133183117672047,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
akt1,mmp7,akt1---mmp7,basal,MIIC,N,ar [100%],16.782474,0.12166830157612,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mapk6,sf3b1,mapk6---sf3b1,basal,MIIC,N,map2k1 [100%],25.083121,0.181845699883004,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
csf1r,pdgfrb,csf1r---pdgfrb,basal,MIIC,N,dab2 [100%],16.326053,0.118359375378846,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
adam10,map2k1,adam10---map2k1,basal,MIIC,N,sf3b1 [100%],38.44561,0.278720054728398,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mapt,mmp7,mapt---mmp7,basal,MIIC,N,ar [100%],16.486205000000002,0.119520433148637,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
gata3,nr2f1,gata3---nr2f1,basal,MIIC,N,tgfb3 [100%],16.321218,0.118324322964159,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
acvr2b,adam10,acvr2b---adam10,basal,MIIC,N,itgav [100%],16.145609,0.117051206213227,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
eif4e,rad51,eif4e---rad51,basal,MIIC,N,sf3b1 [100%],26.277907,0.190507568411263,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mmp7,ncoa3,mmp7---ncoa3,basal,MIIC,N,frmd3 [100%],17.136081,0.124231854668199,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
eif4e,myc,eif4e---myc,basal,MIIC,N,jak1 [100%],17.654653,0.127991358450831,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
bmp4,mecom,bmp4---mecom,basal,MIIC,N,nr2f1 [100%],16.111415,0.116803309156804,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
akt1,frmd3,akt1---frmd3,basal,MIIC,N,ar [100%],15.970298,0.115780249879995,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
nf2,rad51,nf2---rad51,basal,MIIC,N,sf3b1 [100%],16.051758,0.116370812382662,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
adam10,nf2,adam10---nf2,basal,MIIC,N,jak1 [100%],15.921449,0.115426108120937,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
rbl2,serpini1,rbl2---serpini1,basal,MIIC,N,jak1 [100%],15.535274,0.112626446023373,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
myc,stat3,myc---stat3,basal,MIIC,N,jak1 [100%],15.868198,0.115040053077609,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
akt1,tgfb3,akt1---tgfb3,basal,MIIC,N,ar [100%],16.011773,0.116080932175577,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
col12a1,tgfb3,col12a1---tgfb3,basal,MIIC,N,col6a3 [100%],20.757252,0.150484344336093,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
map2k1,nf2,map2k1---nf2,basal,MIIC,N,sf3b1 [100%],16.04827,0.116345525345965,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
mmp3,pdgfra,mmp3---pdgfra,basal,MIIC,N,col12a1 [100%],15.791147,0.11448145460728,0,0,199,0,0,0,NA,NA,0,NA,NA,NA
