x,y,weight,subtype,method,edge_id
akr1c2,akr1c4,0.23763617358877318,luma,GENIE3,akr1c2---akr1c2
akr1c4,akr1c2,0.22234994583621923,luma,GENIE3,akr1c4---akr1c4
pdgfra,igf1,0.148759932725051,luma,GENIE3,pdgfra---pdgfra
stat5a,rassf1,0.115091238060284,luma,GENIE3,stat5a---stat5a
rassf1,stat5a,0.11029354680500796,luma,GENIE3,rassf1---rassf1
col6a3,col12a1,0.10953625029354104,luma,GENIE3,col6a3---col6a3
casp8,mapk14,0.1088886664624336,luma,GENIE3,casp8---casp8
igf1,pdgfra,0.10570943188720405,luma,GENIE3,igf1---igf1
kdm3a,arid2,0.10074198495389097,luma,GENIE3,kdm3a---kdm3a
mapk14,casp8,0.09961950824845431,luma,GENIE3,mapk14---mapk14
col12a1,col6a3,0.0976885542133889,luma,GENIE3,col12a1---col12a1
hsd17b6,fn1,0.09725791821021902,luma,GENIE3,hsd17b6---hsd17b6
spry2,pdgfra,0.09682508473141095,luma,GENIE3,spry2---spry2
kdm3a,cdkn1b,0.09678785822165573,luma,GENIE3,kdm3a---kdm3a
jak1,adam10,0.09664144138327264,luma,GENIE3,jak1---jak1
ncor1,map2k4,0.09631031384492628,luma,GENIE3,ncor1---ncor1
heyl,jag1,0.09621584977759381,luma,GENIE3,heyl---heyl
col12a1,mmp11,0.09584781464226909,luma,GENIE3,col12a1---col12a1
pdgfra,acvr2a,0.09570681818190703,luma,GENIE3,pdgfra---pdgfra
mlst8,mapk3,0.09506040206594278,luma,GENIE3,mlst8---mlst8
pdgfra,spry2,0.09467360647996974,luma,GENIE3,pdgfra---pdgfra
pdgfra,mmp3,0.09457551570804283,luma,GENIE3,pdgfra---pdgfra
mmp19,utrn,0.09415442117909929,luma,GENIE3,mmp19---mmp19
myc,sik1,0.09240475162592854,luma,GENIE3,myc---myc
cdkn1b,kdm3a,0.09216320161483972,luma,GENIE3,cdkn1b---cdkn1b
map2k4,ncor1,0.09184160301813704,luma,GENIE3,map2k4---map2k4
map4,fbxw7,0.09168509994011252,luma,GENIE3,map4---map4
jag1,heyl,0.09151395373140467,luma,GENIE3,jag1---jag1
spry2,igf1,0.09007570382052404,luma,GENIE3,spry2---spry2
hsd17b4,prr16,0.0898931860860408,luma,GENIE3,hsd17b4---hsd17b4
utrn,mmp19,0.08755574707910012,luma,GENIE3,utrn---utrn
ptprd,col12a1,0.08749505618434561,luma,GENIE3,ptprd---ptprd
acvrl1,mecom,0.08452365959161535,luma,GENIE3,acvrl1---acvrl1
igf1,zfp36l1,0.08365796669260639,luma,GENIE3,igf1---igf1
mapk14,sf3b1,0.08355708928763422,luma,GENIE3,mapk14---mapk14
sf3b1,mapk14,0.08293397867134143,luma,GENIE3,sf3b1---sf3b1
fn1,hsd17b6,0.08254774744645668,luma,GENIE3,fn1---fn1
casp8,sf3b1,0.08250144251708626,luma,GENIE3,casp8---casp8
tsc2,mlst8,0.08246496858173948,luma,GENIE3,tsc2---tsc2
mapk3,mlst8,0.08159673551291366,luma,GENIE3,mapk3---mapk3
col12a1,ptprd,0.08112404358471166,luma,GENIE3,col12a1---col12a1
col12a1,hsd17b6,0.08042120763167271,luma,GENIE3,col12a1---col12a1
zfp36l1,eif4e,0.07794796072853644,luma,GENIE3,zfp36l1---zfp36l1
cdkn1b,zfp36l1,0.07710344216391586,luma,GENIE3,cdkn1b---cdkn1b
eif4e,pms2,0.07682642471141952,luma,GENIE3,eif4e---eif4e
col12a1,mmp13,0.07553964907655705,luma,GENIE3,col12a1---col12a1
fbxw7,map4,0.07553051577459485,luma,GENIE3,fbxw7---fbxw7
hsd17b6,syne1,0.07377623897705943,luma,GENIE3,hsd17b6---hsd17b6
fn1,col12a1,0.07364998740356109,luma,GENIE3,fn1---fn1
fn1,mmp13,0.07361157443131637,luma,GENIE3,fn1---fn1
adam10,jak1,0.07341812539305699,luma,GENIE3,adam10---adam10
fn1,mmp11,0.07252864714361668,luma,GENIE3,fn1---fn1
sik1,myc,0.07186351623174432,luma,GENIE3,sik1---sik1
hsd17b6,mmp13,0.07101597257102826,luma,GENIE3,hsd17b6---hsd17b6
kdm3a,chd1,0.07001643505458065,luma,GENIE3,kdm3a---kdm3a
hsd17b6,col12a1,0.06969322705206085,luma,GENIE3,hsd17b6---hsd17b6
pdgfra,zfp36l1,0.06858298174648549,luma,GENIE3,pdgfra---pdgfra
mmp13,hsd17b6,0.06742420854644939,luma,GENIE3,mmp13---mmp13
eif4e,zfp36l1,0.06721429291717916,luma,GENIE3,eif4e---eif4e
col12a1,fn1,0.06690264753507985,luma,GENIE3,col12a1---col12a1
acvr2a,pdgfra,0.06629612246474119,luma,GENIE3,acvr2a---acvr2a
zfp36l1,igf1,0.0661128291666058,luma,GENIE3,zfp36l1---zfp36l1
mapk14,ncoa2,0.06602044202369575,luma,GENIE3,mapk14---mapk14
pdgfra,col6a3,0.06578282430488529,luma,GENIE3,pdgfra---pdgfra
jag1,mecom,0.06569085253959275,luma,GENIE3,jag1---jag1
mecom,acvrl1,0.06534742197514544,luma,GENIE3,mecom---mecom
zfp36l1,kdm3a,0.06486404654589713,luma,GENIE3,zfp36l1---zfp36l1
heyl,hey1,0.06483209862657359,luma,GENIE3,heyl---heyl
jak1,sf3b1,0.06452577917731002,luma,GENIE3,jak1---jak1
mmp11,col12a1,0.06428021833472927,luma,GENIE3,mmp11---mmp11
jak1,stat3,0.06286164055764552,luma,GENIE3,jak1---jak1
cxcr1,thsd7a,0.06265648392085377,luma,GENIE3,cxcr1---cxcr1
ptprd,mmp13,0.0625139308818395,luma,GENIE3,ptprd---ptprd
ncoa2,mapk14,0.06229450977388333,luma,GENIE3,ncoa2---ncoa2
mmp11,col6a3,0.061978161235008766,luma,GENIE3,mmp11---mmp11
mlst8,tsc2,0.06160715126709929,luma,GENIE3,mlst8---mlst8
numbl,cxcr1,0.060993820039588365,luma,GENIE3,numbl---numbl
palb2,mlst8,0.060654764793466834,luma,GENIE3,palb2---palb2
hey1,heyl,0.06064799287644322,luma,GENIE3,hey1---hey1
sf3b1,casp8,0.06047442038284745,luma,GENIE3,sf3b1---sf3b1
sf3b1,smad1,0.06041241358264294,luma,GENIE3,sf3b1---sf3b1
jak1,ncoa2,0.06031242587892697,luma,GENIE3,jak1---jak1
dab2,acvrl1,0.05993970120810156,luma,GENIE3,dab2---dab2
ncstn,psen2,0.059681333981004635,luma,GENIE3,ncstn---ncstn
spen,setd2,0.05941461863257425,luma,GENIE3,spen---spen
mecom,dab2,0.05930390848630039,luma,GENIE3,mecom---mecom
arid2,kdm3a,0.059047230542047406,luma,GENIE3,arid2---arid2
ptprd,fn1,0.05816450749334403,luma,GENIE3,ptprd---ptprd
mmp13,fn1,0.058055982288488156,luma,GENIE3,mmp13---mmp13
pms2,eif4e,0.05791473263519612,luma,GENIE3,pms2---pms2
igf1,spry2,0.05788893601119351,luma,GENIE3,igf1---igf1
acvr1,pdgfra,0.05766626476754521,luma,GENIE3,acvr1---acvr1
rbl2,ctcf,0.05758937708731102,luma,GENIE3,rbl2---rbl2
col6a3,mmp11,0.057348614715070814,luma,GENIE3,col6a3---col6a3
tnk2,spen,0.05691017712754807,luma,GENIE3,tnk2---tnk2
zfp36l1,ctcf,0.05686572824674604,luma,GENIE3,zfp36l1---zfp36l1
hsd17b6,stmn2,0.056578970911161784,luma,GENIE3,hsd17b6---hsd17b6
eif5a2,dab2,0.05652294317694837,luma,GENIE3,eif5a2---eif5a2
map2k2,ncor2,0.05592620990513586,luma,GENIE3,map2k2---map2k2
tsc2,smarcd1,0.055825784997024466,luma,GENIE3,tsc2---tsc2
afdn,chd1,0.055526132076171145,luma,GENIE3,afdn---afdn
cdkn1b,arid2,0.05460454442849888,luma,GENIE3,cdkn1b---cdkn1b
pdgfra,acvr1,0.05453395838286884,luma,GENIE3,pdgfra---pdgfra
cxcr1,numbl,0.05443525949975836,luma,GENIE3,cxcr1---cxcr1
asxl2,spen,0.054109620239703796,luma,GENIE3,asxl2---asxl2
col6a3,ptprd,0.05400440007124348,luma,GENIE3,col6a3---col6a3
numbl,mmp16,0.053833761474064074,luma,GENIE3,numbl---numbl
tnk2,map2k2,0.05380703899351539,luma,GENIE3,tnk2---tnk2
sf3b1,adam10,0.05320441527132934,luma,GENIE3,sf3b1---sf3b1
zfp36l1,pdgfra,0.0531958467462008,luma,GENIE3,zfp36l1---zfp36l1
ctcf,rbl2,0.05306964770208506,luma,GENIE3,ctcf---ctcf
tnk2,tsc2,0.052879614852402876,luma,GENIE3,tnk2---tnk2
spen,arid1a,0.05255039987648832,luma,GENIE3,spen---spen
arid1a,spen,0.0524119082574777,luma,GENIE3,arid1a---arid1a
rassf1,mmp14,0.05206880645982502,luma,GENIE3,rassf1---rassf1
ncoa2,jak1,0.051986359502797216,luma,GENIE3,ncoa2---ncoa2
hsd17b13,mapk4,0.051790864777137485,luma,GENIE3,hsd17b13---hsd17b13
mmp13,col12a1,0.05170540315386214,luma,GENIE3,mmp13---mmp13
hsd17b6,fgf1,0.05168380319496603,luma,GENIE3,hsd17b6---hsd17b6
arid5b,mmp24,0.051003436353025386,luma,GENIE3,arid5b---arid5b
chd1,afdn,0.05089387876965858,luma,GENIE3,chd1---chd1
eif4e,cdkn1b,0.05088950905169349,luma,GENIE3,eif4e---eif4e
zfp36l1,cdkn1b,0.05011239238537027,luma,GENIE3,zfp36l1---zfp36l1
spry2,acvr2a,0.05007370754120443,luma,GENIE3,spry2---spry2
map2k2,tnk2,0.050065490816150957,luma,GENIE3,map2k2---map2k2
mapk3,palb2,0.04964418175154716,luma,GENIE3,mapk3---mapk3
dab2,mecom,0.049064333418280696,luma,GENIE3,dab2---dab2
mmp14,rassf1,0.04900293872549246,luma,GENIE3,mmp14---mmp14
tnk2,smarcd1,0.04897233239447845,luma,GENIE3,tnk2---tnk2
prr16,hsd17b4,0.04878480898480253,luma,GENIE3,prr16---prr16
thsd7a,cxcr1,0.048693209629255226,luma,GENIE3,thsd7a---thsd7a
mapk14,smad1,0.048621648457748023,luma,GENIE3,mapk14---mapk14
kdm3a,zfp36l1,0.04854186171514126,luma,GENIE3,kdm3a---kdm3a
chd1,arid2,0.048083303421535585,luma,GENIE3,chd1---chd1
mmp13,mmp11,0.047991257476909875,luma,GENIE3,mmp13---mmp13
syne1,hsd17b6,0.04773022590377311,luma,GENIE3,syne1---syne1
ubr5,kdm3a,0.04753127481933559,luma,GENIE3,ubr5---ubr5
chd1,ubr5,0.047485252629105856,luma,GENIE3,chd1---chd1
spen,mtor,0.04747049949365557,luma,GENIE3,spen---spen
dab2,eif5a2,0.0474687050132997,luma,GENIE3,dab2---dab2
cyp19a1,thsd7a,0.04735093695836463,luma,GENIE3,cyp19a1---cyp19a1
ptprd,hsd17b6,0.047229289660512194,luma,GENIE3,ptprd---ptprd
rps6kb2,itgav,0.04712871228818017,luma,GENIE3,rps6kb2---rps6kb2
mapk14,jak1,0.04709094489313183,luma,GENIE3,mapk14---mapk14
mmp24,arid5b,0.0470573838516689,luma,GENIE3,mmp24---mmp24
psen2,ncstn,0.04704858656888228,luma,GENIE3,psen2---psen2
tsc2,maml1,0.04703550454399607,luma,GENIE3,tsc2---tsc2
palb2,mapk3,0.04688700574051243,luma,GENIE3,palb2---palb2
mmp13,ptprd,0.04670409198603628,luma,GENIE3,mmp13---mmp13
ubr5,chd1,0.046442183033235926,luma,GENIE3,ubr5---ubr5
hdac9,numbl,0.04638705655007086,luma,GENIE3,hdac9---hdac9
maml1,setd2,0.046361938374871355,luma,GENIE3,maml1---maml1
pdgfra,syne1,0.046323384766439234,luma,GENIE3,pdgfra---pdgfra
sf3b1,jak1,0.046310050376249946,luma,GENIE3,sf3b1---sf3b1
mmp11,mmp14,0.04619905403796707,luma,GENIE3,mmp11---mmp11
casp8,birc6,0.04608416713716322,luma,GENIE3,casp8---casp8
mmp24,hey1,0.045898797592745406,luma,GENIE3,mmp24---mmp24
cdkn1b,eif4e,0.0456987647358645,luma,GENIE3,cdkn1b---cdkn1b
ptprd,col6a3,0.04563101410740252,luma,GENIE3,ptprd---ptprd
ptprd,mmp11,0.04544598794287746,luma,GENIE3,ptprd---ptprd
smarcd1,tsc2,0.04538095234530235,luma,GENIE3,smarcd1---smarcd1
tsc2,tnk2,0.04535532897594648,luma,GENIE3,tsc2---tsc2
hey1,jag1,0.045101947256126165,luma,GENIE3,hey1---hey1
arid2,chd1,0.04509046647684701,luma,GENIE3,arid2---arid2
thsd7a,numbl,0.044932387636197293,luma,GENIE3,thsd7a---thsd7a
kdm6a,arid1a,0.04488370795582634,luma,GENIE3,kdm6a---kdm6a
itgav,rps6kb2,0.04463966398701077,luma,GENIE3,itgav---itgav
hdac9,cxcr1,0.04458567827353293,luma,GENIE3,hdac9---hdac9
jak1,kdm6a,0.044577316945558054,luma,GENIE3,jak1---jak1
mmp3,pdgfra,0.044561199809555876,luma,GENIE3,mmp3---mmp3
thsd7a,hdac9,0.04436480057119184,luma,GENIE3,thsd7a---thsd7a
kdm3a,ubr5,0.04423610862957447,luma,GENIE3,kdm3a---kdm3a
arid2,ubr5,0.04420504372007417,luma,GENIE3,arid2---arid2
smarcd1,tnk2,0.043875662161253194,luma,GENIE3,smarcd1---smarcd1
setd2,spen,0.043803560435816805,luma,GENIE3,setd2---setd2
kdm3a,hsd17b7,0.04333409868004063,luma,GENIE3,kdm3a---kdm3a
tsc2,map2k2,0.04297879546105922,luma,GENIE3,tsc2---tsc2
numbl,prkg1,0.042941644708128314,luma,GENIE3,numbl---numbl
utrn,hsd3b1,0.04291701598307548,luma,GENIE3,utrn---utrn
adam10,ncoa2,0.04282258673964265,luma,GENIE3,adam10---adam10
zfp36l1,map3k1,0.0427943877930573,luma,GENIE3,zfp36l1---zfp36l1
map2k2,smarcd1,0.042743899590038145,luma,GENIE3,map2k2---map2k2
map2k2,src,0.042618822108671746,luma,GENIE3,map2k2---map2k2
hey1,mmp24,0.04253140812299103,luma,GENIE3,hey1---hey1
ubr5,arid2,0.04241919521207881,luma,GENIE3,ubr5---ubr5
adam10,sf3b1,0.042398557948686966,luma,GENIE3,adam10---adam10
spry2,acvr1,0.04233870461679679,luma,GENIE3,spry2---spry2
spen,tnk2,0.042232666524726126,luma,GENIE3,spen---spen
mmp11,fn1,0.0422052458023514,luma,GENIE3,mmp11---mmp11
mecom,jag1,0.04206239224029032,luma,GENIE3,mecom---mecom
col6a3,myh9,0.041872166896601656,luma,GENIE3,col6a3---col6a3
spen,asxl2,0.0418455141593753,luma,GENIE3,spen---spen
ptprm,heyl,0.04172714793351256,luma,GENIE3,ptprm---ptprm
cxcr1,hdac9,0.04167593371618518,luma,GENIE3,cxcr1---cxcr1
syne1,fgf1,0.041474544387131,luma,GENIE3,syne1---syne1
jak1,mapk14,0.04141531710954583,luma,GENIE3,jak1---jak1
spen,prkcq,0.04096007340941201,luma,GENIE3,spen---spen
casp8,eif5a2,0.040940274428096016,luma,GENIE3,casp8---casp8
arid2,cdkn1b,0.04081332550373566,luma,GENIE3,arid2---arid2
ubr5,map3k1,0.04076710758292251,luma,GENIE3,ubr5---ubr5
map2k2,maml1,0.04062636316589035,luma,GENIE3,map2k2---map2k2
mapk14,birc6,0.040545395606809594,luma,GENIE3,mapk14---mapk14
col6a3,pdgfra,0.04039205104409238,luma,GENIE3,col6a3---col6a3
cxcr1,mmp16,0.040283795427319406,luma,GENIE3,cxcr1---cxcr1
eif4e,map2k2,0.04014867491241246,luma,GENIE3,eif4e---eif4e
mecom,heyl,0.04004034237494114,luma,GENIE3,mecom---mecom
mmp16,numbl,0.04003881058512514,luma,GENIE3,mmp16---mmp16
maml1,tsc2,0.03998754394407959,luma,GENIE3,maml1---maml1
ncor2,myh9,0.03992504070571131,luma,GENIE3,ncor2---ncor2
ncoa2,adam10,0.03966193181425778,luma,GENIE3,ncoa2---ncoa2
hdac9,thsd7a,0.03949872753231638,luma,GENIE3,hdac9---hdac9
map4,maml3,0.03936592553393302,luma,GENIE3,map4---map4
igf1,abcc1,0.039318413294054666,luma,GENIE3,igf1---igf1
eif4e,jak1,0.039308124651712975,luma,GENIE3,eif4e---eif4e
mlst8,palb2,0.039223415930725064,luma,GENIE3,mlst8---mlst8
igf1,acvr2a,0.03911435459386714,luma,GENIE3,igf1---igf1
tsc2,abcc1,0.039105909199013654,luma,GENIE3,tsc2---tsc2
acvrl1,dab2,0.03902627919374704,luma,GENIE3,acvrl1---acvrl1
zfp36l1,spry2,0.039010223135867966,luma,GENIE3,zfp36l1---zfp36l1
adam10,ncor1,0.03883285441284297,luma,GENIE3,adam10---adam10
hdac9,cyp19a1,0.03876142947208824,luma,GENIE3,hdac9---hdac9
itgav,acvr1,0.03871635102438326,luma,GENIE3,itgav---itgav
ackr3,sik1,0.038663939204214216,luma,GENIE3,ackr3---ackr3
tsc2,mapk3,0.03860303332908911,luma,GENIE3,tsc2---tsc2
mmp19,akap9,0.03815945658678156,luma,GENIE3,mmp19---mmp19
gldc,nfkb1,0.037913007024487806,luma,GENIE3,gldc---gldc
hdac9,smad2,0.037765265868891805,luma,GENIE3,hdac9---hdac9
hsd17b3,ryr2,0.03769886694246966,luma,GENIE3,hsd17b3---hsd17b3
jak1,nf2,0.037675682785310055,luma,GENIE3,jak1---jak1
acvr1,spry2,0.03752484504435506,luma,GENIE3,acvr1---acvr1
spen,smarcd1,0.03726539142230879,luma,GENIE3,spen---spen
jak1,fgf1,0.03723751241313439,luma,GENIE3,jak1---jak1
sf3b1,ncoa2,0.03719186779305756,luma,GENIE3,sf3b1---sf3b1
heyl,pdgfa,0.03705557751608144,luma,GENIE3,heyl---heyl
setd2,maml1,0.036972113922401795,luma,GENIE3,setd2---setd2
acvr1,acvr2a,0.036963008621117295,luma,GENIE3,acvr1---acvr1
col6a3,acvr1,0.036875707517500286,luma,GENIE3,col6a3---col6a3
fgf1,syne1,0.03681956440904245,luma,GENIE3,fgf1---fgf1
hes1,wfdc2,0.03679319609833869,luma,GENIE3,hes1---hes1
mtor,spen,0.03678479847262634,luma,GENIE3,mtor---mtor
nr2f1,mmp3,0.03673181884942214,luma,GENIE3,nr2f1---nr2f1
sf3b1,eif5a2,0.03673113144459821,luma,GENIE3,sf3b1---sf3b1
taf1,asxl2,0.03668239399617914,luma,GENIE3,taf1---taf1
igf1,mmp3,0.03664216470251331,luma,GENIE3,igf1---igf1
col6a3,fn1,0.03663878160558818,luma,GENIE3,col6a3---col6a3
col12a1,itgav,0.036634547768417014,luma,GENIE3,col12a1---col12a1
smarcd1,maml1,0.03654670837876263,luma,GENIE3,smarcd1---smarcd1
mmp3,nr2f1,0.03649941915798109,luma,GENIE3,mmp3---mmp3
adam10,arid1a,0.036440498183220905,luma,GENIE3,adam10---adam10
smarcd1,setd2,0.03642282206343753,luma,GENIE3,smarcd1---smarcd1
ncor2,map2k2,0.03624558266279459,luma,GENIE3,ncor2---ncor2
wfdc2,sdc4,0.03617636108626935,luma,GENIE3,wfdc2---wfdc2
jak1,smad7,0.03598001190282512,luma,GENIE3,jak1---jak1
jak1,casp8,0.035948610184719024,luma,GENIE3,jak1---jak1
arid1a,ctbp2,0.03592376408952657,luma,GENIE3,arid1a---arid1a
mmp25,gldc,0.035768269161642954,luma,GENIE3,mmp25---mmp25
mmp11,mmp13,0.03563733356033973,luma,GENIE3,mmp11---mmp11
map2k2,eif4e,0.035327473858856116,luma,GENIE3,map2k2---map2k2
mmp16,cxcr1,0.0353054489000342,luma,GENIE3,mmp16---mmp16
cxcr1,smad2,0.035184287439774815,luma,GENIE3,cxcr1---cxcr1
eif5a2,map4,0.035179908570829,luma,GENIE3,eif5a2---eif5a2
syne1,mmp19,0.03505033056125546,luma,GENIE3,syne1---syne1
smad1,sf3b1,0.03491924752930964,luma,GENIE3,smad1---smad1
map2k2,mtor,0.034864117354862514,luma,GENIE3,map2k2---map2k2
chd1,hsd17b7,0.034739342940857385,luma,GENIE3,chd1---chd1
dlec1,cyp2c8,0.034610645223456395,luma,GENIE3,dlec1---dlec1
jak1,jak2,0.03457295646716611,luma,GENIE3,jak1---jak1
map2k2,pms2,0.034541328951782274,luma,GENIE3,map2k2---map2k2
col12a1,ptprm,0.0344569101909891,luma,GENIE3,col12a1---col12a1
chd1,kdm3a,0.03443101302303867,luma,GENIE3,chd1---chd1
numbl,hdac9,0.03443097773990825,luma,GENIE3,numbl---numbl
hsd17b6,col6a3,0.03431703749586898,luma,GENIE3,hsd17b6---hsd17b6
sik1,ackr3,0.03417651234215992,luma,GENIE3,sik1---sik1
map2k2,rps6kb2,0.03411566663694802,luma,GENIE3,map2k2---map2k2
acvr2a,spry2,0.0340168227709045,luma,GENIE3,acvr2a---acvr2a
pdgfra,fgf1,0.033752513025010374,luma,GENIE3,pdgfra---pdgfra
mmp11,eif5a2,0.03373499128847956,luma,GENIE3,mmp11---mmp11
igf1,mmp27,0.0336832750664582,luma,GENIE3,igf1---igf1
jak1,rbl2,0.03364702676182048,luma,GENIE3,jak1---jak1
numbl,cyp19a1,0.0336308903095719,luma,GENIE3,numbl---numbl
numbl,thsd7a,0.03359535082101306,luma,GENIE3,numbl---numbl
eif5a2,mmp11,0.033555498432646956,luma,GENIE3,eif5a2---eif5a2
maml1,taf1,0.03354593458854428,luma,GENIE3,maml1---maml1
setd2,asxl2,0.033480554107502905,luma,GENIE3,setd2---setd2
maml1,map2k2,0.03340350686213366,luma,GENIE3,maml1---maml1
rps6kb2,hsd17b4,0.03333020555264545,luma,GENIE3,rps6kb2---rps6kb2
hsd17b6,ptprd,0.03332430766365902,luma,GENIE3,hsd17b6---hsd17b6
hsd17b6,mmp11,0.03314365722958853,luma,GENIE3,hsd17b6---hsd17b6
syne1,pdgfra,0.0330450666794296,luma,GENIE3,syne1---syne1
map4,acvr2b,0.0329726884213447,luma,GENIE3,map4---map4
hsd17b7,kdm3a,0.032956944317232124,luma,GENIE3,hsd17b7---hsd17b7
maml1,smarcd1,0.03292173377514925,luma,GENIE3,maml1---maml1
src,map2k2,0.032805772667993865,luma,GENIE3,src---src
runx1,jag1,0.03277896181085231,luma,GENIE3,runx1---runx1
sdc4,wfdc2,0.03275268123998736,luma,GENIE3,sdc4---sdc4
eif4e,adam10,0.03271740635350239,luma,GENIE3,eif4e---eif4e
sf3b1,ctbp2,0.032679224085068986,luma,GENIE3,sf3b1---sf3b1
zfp36l1,hsd17b7,0.032622152550910166,luma,GENIE3,zfp36l1---zfp36l1
heyl,ptprm,0.0323501078140878,luma,GENIE3,heyl---heyl
syne1,fn1,0.03231269964259749,luma,GENIE3,syne1---syne1
col6a3,hsd17b6,0.03224888439705175,luma,GENIE3,col6a3---col6a3
eif4e,igf1,0.03224259352433952,luma,GENIE3,eif4e---eif4e
jak1,myc,0.032241662982207445,luma,GENIE3,jak1---jak1
kdm3a,acvr1,0.03221060964171263,luma,GENIE3,kdm3a---kdm3a
heyl,dab2,0.03220289757236474,luma,GENIE3,heyl---heyl
wfdc2,hes1,0.03216755950624182,luma,GENIE3,wfdc2---wfdc2
tnk2,maml1,0.03215358738319018,luma,GENIE3,tnk2---tnk2
eif4e,kdm6a,0.032147504797815966,luma,GENIE3,eif4e---eif4e
setd2,smarcd1,0.032141741166730804,luma,GENIE3,setd2---setd2
mmp11,hsd17b6,0.03213780294855555,luma,GENIE3,mmp11---mmp11
mapk14,ctbp2,0.03207303432644417,luma,GENIE3,mapk14---mapk14
mecom,nr2f1,0.03203009661002951,luma,GENIE3,mecom---mecom
nfkb1,gldc,0.0320282787288765,luma,GENIE3,nfkb1---nfkb1
cxcr1,prkg1,0.0319384356286621,luma,GENIE3,cxcr1---cxcr1
fn1,col6a3,0.031929196232535234,luma,GENIE3,fn1---fn1
sdc4,shank2,0.03192130034514913,luma,GENIE3,sdc4---sdc4
adam10,rbl2,0.03186632467934119,luma,GENIE3,adam10---adam10
src,akt1s1,0.03172147156664406,luma,GENIE3,src---src
casp8,smad1,0.03164238386299651,luma,GENIE3,casp8---casp8
akt1s1,myc,0.03156874947029945,luma,GENIE3,akt1s1---akt1s1
map4,eif5a2,0.03154848482974788,luma,GENIE3,map4---map4
maml1,spen,0.031532893869200086,luma,GENIE3,maml1---maml1
zfp36l1,pik3r1,0.03149040202919546,luma,GENIE3,zfp36l1---zfp36l1
heyl,mecom,0.031444716421477205,luma,GENIE3,heyl---heyl
runx1,ptprm,0.03141632063231351,luma,GENIE3,runx1---runx1
ptprd,acvr1,0.031332003517814414,luma,GENIE3,ptprd---ptprd
maml1,ncor2,0.03127354290437301,luma,GENIE3,maml1---maml1
ptprm,dll4,0.031079955123511294,luma,GENIE3,ptprm---ptprm
sf3b1,stat3,0.03105815638160267,luma,GENIE3,sf3b1---sf3b1
birc6,casp8,0.030997152955440234,luma,GENIE3,birc6---birc6
col6a3,arid5b,0.0309433356042781,luma,GENIE3,col6a3---col6a3
prkcq,ncstn,0.030920502700129363,luma,GENIE3,prkcq---prkcq
asxl2,taf1,0.030878254513296587,luma,GENIE3,asxl2---asxl2
smad7,itgav,0.030842740177968023,luma,GENIE3,smad7---smad7
thsd7a,cyp19a1,0.030781561079887398,luma,GENIE3,thsd7a---thsd7a
adam10,stat3,0.03077594590635483,luma,GENIE3,adam10---adam10
dll4,kdr,0.030755532203270337,luma,GENIE3,dll4---dll4
col6a3,mmp13,0.030738490181744575,luma,GENIE3,col6a3---col6a3
mlst8,abcc1,0.030737742540405143,luma,GENIE3,mlst8---mlst8
smarcd1,spen,0.030719978271102566,luma,GENIE3,smarcd1---smarcd1
smad1,mapk14,0.03066798639286726,luma,GENIE3,smad1---smad1
stat3,jak1,0.030652243828234668,luma,GENIE3,stat3---stat3
afdn,map4,0.030646630916180303,luma,GENIE3,afdn---afdn
jag1,hey1,0.03064435661835949,luma,GENIE3,jag1---jag1
map2k2,tsc2,0.030626646622102127,luma,GENIE3,map2k2---map2k2
akt1s1,stk11,0.030582341419237494,luma,GENIE3,akt1s1---akt1s1
map3k1,ubr5,0.030524161427122474,luma,GENIE3,map3k1---map3k1
tnk2,ryr2,0.030500958641747948,luma,GENIE3,tnk2---tnk2
igf1,cdkn1b,0.03040106973062402,luma,GENIE3,igf1---igf1
gldc,mmp25,0.030374841744301186,luma,GENIE3,gldc---gldc
numbl,nr1i2,0.030373050862820272,luma,GENIE3,numbl---numbl
hsd17b6,smad7,0.030331212295082902,luma,GENIE3,hsd17b6---hsd17b6
ncstn,myc,0.030314923907432446,luma,GENIE3,ncstn---ncstn
cdkn1b,ubr5,0.030298336053124666,luma,GENIE3,cdkn1b---cdkn1b
eif4e,ncor2,0.030237092473503552,luma,GENIE3,eif4e---eif4e
jag1,prkcq,0.030116406607204355,luma,GENIE3,jag1---jag1
bche,igf1,0.030100828216704036,luma,GENIE3,bche---bche
fn1,ptprd,0.030013383055740462,luma,GENIE3,fn1---fn1
vegfb,nrip1,0.029962217987943303,luma,GENIE3,vegfb---vegfb
asxl2,maml3,0.029961723327717564,luma,GENIE3,asxl2---asxl2
sox9,cyp2c8,0.029929952417107147,luma,GENIE3,sox9---sox9
eif4e,sdc4,0.029906431712145996,luma,GENIE3,eif4e---eif4e
stat3,birc6,0.029888863163571547,luma,GENIE3,stat3---stat3
spry2,csf1r,0.029877466572498398,luma,GENIE3,spry2---spry2
chd1,cdkn1b,0.02969999843940752,luma,GENIE3,chd1---chd1
src,ncor2,0.02968163576965276,luma,GENIE3,src---src
src,sdc4,0.029669950535040054,luma,GENIE3,src---src
col12a1,myh9,0.02966608874176639,luma,GENIE3,col12a1---col12a1
cdkn1b,chd1,0.02966547836282833,luma,GENIE3,cdkn1b---cdkn1b
hsd17b7,cdkn1b,0.02965125858418905,luma,GENIE3,hsd17b7---hsd17b7
col6a3,mmp3,0.029562291174409474,luma,GENIE3,col6a3---col6a3
