x,y,edge_id,subtype,method,type,ai,info,info_bits,info_cond,cplx,n_xy_ai,info_shifted,info_shifted_bits,ort_inferred,is_causal,sign,partial_correlation,p_y2x,p_x2y,consensus
cxcr1,map3k3,cxcr1---map3k3,her2,MIIC,P,NA,11.006748,0.0721790034359751,11.006748,9.958163,220,1.048585,0.00687631081568433,1,FALSE,-,-0.256592721571238,0.5,0.5,3-method
ccnd3,tbl1xr1,ccnd3---tbl1xr1,her2,MIIC,P,acvr1 [33%];nrip1 [60%],23.798832,0.156065713206134,3.94123,3.339266,220,0.601964,0.00394750217088038,1,FALSE,-,-0.335602265002062,0.5,0.5,3-method
erbb2,hsd17b2,erbb2---hsd17b2,her2,MIIC,P,gata3 [98%],19.583324,0.128421656449645,7.191975,6.981255,220,0.21072,0.00138183954098238,1,FALSE,+,0.123573951948506,0.5,0.5,3-method
map2k2,pms2,map2k2---pms2,her2,MIIC,N,eif4e [100%],38.981354,0.255628209558805,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,tbl1xr1,eif4e---tbl1xr1,her2,MIIC,N,adam10 [100%],32.904964,0.215781038106499,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr2b,mapk6,acvr2b---mapk6,her2,MIIC,N,adam10 [100%],33.272519,0.218191355269017,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,mapk14,akt1s1---mapk14,her2,MIIC,N,adam10 [100%],29.596067,0.19408226859417,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,map2k1,itgav---map2k1,her2,MIIC,N,adam10 [100%],63.448283000000004,0.416075105622816,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,adam17,adam10---adam17,her2,MIIC,N,jak1 [100%],54.198302,0.355416461454556,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,mapk6,eif4e---mapk6,her2,MIIC,N,adam10 [100%],52.87674,0.346750048074432,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,tbl1xr1,jak1---tbl1xr1,her2,MIIC,N,adam10 [100%],40.118731,0.263086792092992,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,rbl2,itgav---rbl2,her2,MIIC,N,adam10 [100%],34.191805,0.224219761420648,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr2b,stat3,acvr2b---stat3,her2,MIIC,N,jak1 [100%],34.4936,0.226198843920034,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,smad4,itgav---smad4,her2,MIIC,N,map4 [100%],33.306242,0.218412500745671,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,rbl2,jak1---rbl2,her2,MIIC,N,adam10 [100%],45.257927,0.29678812201734,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
casp8,ncoa2,casp8---ncoa2,her2,MIIC,N,sf3b1 [100%],36.714434,0.240762417549296,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,mapk6,itgav---mapk6,her2,MIIC,N,adam10 [100%],54.355167,0.356445135807234,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
foxp1,tbl1xr1,foxp1---tbl1xr1,her2,MIIC,N,map4 [100%],27.286617,0.178937577402439,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k1,tbl1xr1,map2k1---tbl1xr1,her2,MIIC,N,adam10 [100%],44.674127,0.292959733995199,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
mapk14,ncoa2,mapk14---ncoa2,her2,MIIC,N,sf3b1 [100%],39.026253,0.255922643943536,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
gdf11,jak1,gdf11---jak1,her2,MIIC,N,mapk9 [100%],30.968663,0.203083347877552,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,mapk9,itgav---mapk9,her2,MIIC,N,adam10 [100%],56.433017,0.370071062583194,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cbfb,ctnna1,cbfb---ctnna1,her2,MIIC,N,itgav [100%],35.519807,0.232928406419241,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
erbb4,jak1,erbb4---jak1,her2,MIIC,N,arid5b [100%],27.111268,0.177787690435507,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,gsk3b,eif4e---gsk3b,her2,MIIC,N,adam10 [100%],45.996068,0.301628632745416,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,epcam,eif4e---epcam,her2,MIIC,N,zfp36l1 [100%],28.605076,0.187583642224781,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,map4,jak1---map4,her2,MIIC,N,adam10 [100%],54.127961,0.354955185946051,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map4,rad51,map4---rad51,her2,MIIC,N,adam10 [100%],33.447937,0.219341694717575,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cbfb,fbxw7,cbfb---fbxw7,her2,MIIC,N,mapk9 [100%],34.780923,0.22808302331655,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k1,mapk9,map2k1---mapk9,her2,MIIC,N,adam10 [100%],71.818151,0.470962228606885,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,erbb4,eif4e---erbb4,her2,MIIC,N,map2k1 [100%],23.990744,0.15732421543653,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cbfb,gsk3b,cbfb---gsk3b,her2,MIIC,N,adam10 [100%],31.55081,0.206900896013772,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,stat3,adam10---stat3,her2,MIIC,N,jak1 [100%],63.483294,0.416304697423164,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
pms2,st7,pms2---st7,her2,MIIC,N,map4 [100%],31.381801,0.205792584894838,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
foxp1,map2k1,foxp1---map2k1,her2,MIIC,N,jak1 [100%],39.635144,0.259915571335091,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k1,nf2,map2k1---nf2,her2,MIIC,N,adam10 [100%],22.6633,0.148619229637177,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
gdf11,map4,gdf11---map4,her2,MIIC,N,fbxw7 [100%],41.625064,0.272964879134026,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,ncoa2,jak1---ncoa2,her2,MIIC,N,sf3b1 [100%],48.542389,0.318326654014559,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ctnna1,mapk9,ctnna1---mapk9,her2,MIIC,N,itgav [100%],32.904964,0.215781038106499,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,map2k2,akt1s1---map2k2,her2,MIIC,N,eif4e [100%],41.632556,0.273014009457873,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ctnna1,hsd17b6,ctnna1---hsd17b6,her2,MIIC,N,itgav [100%],33.153901,0.217413493449198,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ctnna1,mapk6,ctnna1---mapk6,her2,MIIC,N,itgav [100%],38.011401,0.249267544181554,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
mapk9,pdgfa,mapk9---pdgfa,her2,MIIC,N,map4 [100%],22.552353,0.147891671970352,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,bmpr1a,adam10---bmpr1a,her2,MIIC,N,map2k1 [100%],18.730961,0.122832111571748,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
hsd17b6,utrn,hsd17b6---utrn,her2,MIIC,N,map2k1 [100%],39.622451,0.259832334388936,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k2,smad1,map2k2---smad1,her2,MIIC,N,pms2 [100%],27.627991,0.181176207297386,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,maml3,jak1---maml3,her2,MIIC,N,map4 [100%],20.09277,0.131762452894193,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
hsd17b6,map4,hsd17b6---map4,her2,MIIC,N,map2k1 [100%],53.576272,0.351337372380537,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ccnd3,nfkb2,ccnd3---nfkb2,her2,MIIC,N,mapk6 [100%],23.280276,0.152665176071483,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam17,pms2,adam17---pms2,her2,MIIC,N,mapk9 [100%],37.799256,0.247876359911329,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
birc6,mapk9,birc6---mapk9,her2,MIIC,N,stat3 [100%],21.885468,0.14351843705061,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
chd1,stat3,chd1---stat3,her2,MIIC,N,adam17 [100%],45.34787,0.297377941653988,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,jak1,itgav---jak1,her2,MIIC,N,adam10 [100%],75.06275,0.4922393508204,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
smad4,smad7,smad4---smad7,her2,MIIC,N,map4 [100%],40.891434,0.268153950211992,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,map2k1,akt1s1---map2k1,her2,MIIC,N,itgav [100%],43.578293,0.285773578188665,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
chd1,hsd17b6,chd1---hsd17b6,her2,MIIC,N,adam17 [100%],24.292925,0.159305829209943,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
gsk3b,kdm5a,gsk3b---kdm5a,her2,MIIC,N,map2k1 [100%],21.21464,0.139119345101112,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr1,cbfb,acvr1---cbfb,her2,MIIC,N,itgav [100%],52.452746,0.343969620614584,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
nf2,rad51,nf2---rad51,her2,MIIC,N,adam10 [100%],16.333974,0.107113378580951,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
rad51,sf3b1,rad51---sf3b1,her2,MIIC,N,adam10 [100%],40.05428,0.262664141465354,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr2b,tbl1xr1,acvr2b---tbl1xr1,her2,MIIC,N,adam10 [100%],46.026812,0.301830242819676,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,foxp1,adam10---foxp1,her2,MIIC,N,jak1 [100%],45.495511,0.298346127738224,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k2,stk11,map2k2---stk11,her2,MIIC,N,adam10 [100%],27.842231,0.182581129959023,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam17,pdgfa,adam17---pdgfa,her2,MIIC,N,map4 [100%],20.268923,0.132917612255728,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ctcf,eif4e,ctcf---eif4e,her2,MIIC,N,arid1a [100%],23.858402,0.156456355676979,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
arid1a,hsd17b6,arid1a---hsd17b6,her2,MIIC,N,itgav [100%],53.43022,0.35037960648912,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cbfb,itgav,cbfb---itgav,her2,MIIC,N,map2k1 [100%],57.500687,0.377072527193675,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
epcam,kdm3a,epcam---kdm3a,her2,MIIC,N,zfp36l1 [100%],42.384466,0.277944813222395,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,sdc4,akt1s1---sdc4,her2,MIIC,N,hsd17b6 [100%],21.103548,0.138390836567101,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,ncoa2,adam10---ncoa2,her2,MIIC,N,sf3b1 [100%],51.326012,0.336580831731852,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
fn1,hsd17b6,fn1---hsd17b6,her2,MIIC,N,col12a1 [69%];mapk14 [31%],54.185667,0.355333604855276,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,raf1,eif4e---raf1,her2,MIIC,N,pms2 [100%],22.534493,0.14777455136385,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,stk11,itgav---stk11,her2,MIIC,N,adam10 [100%],36.642506,0.240290734963382,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
birc6,mapk14,birc6---mapk14,her2,MIIC,N,stat3 [100%],32.709021,0.214496101768332,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
bmpr1a,cbfb,bmpr1a---cbfb,her2,MIIC,N,map2k1 [100%],29.646836,0.194415196705675,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cbfb,maml3,cbfb---maml3,her2,MIIC,N,map4 [100%],27.425582,0.179848868840426,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,gdf11,adam10---gdf11,her2,MIIC,N,fbxw7 [100%],39.637526,0.259931191787761,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,maml3,akt1s1---maml3,her2,MIIC,N,map4 [100%],27.688259,0.181571427046133,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k1,sf3b1,map2k1---sf3b1,her2,MIIC,N,adam10 [100%],54.771841,0.359177560868449,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cyp21a2,hsd17b6,cyp21a2---hsd17b6,her2,MIIC,N,map4 [100%],27.688517,0.181573118933953,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
afdn,chd1,afdn---chd1,her2,MIIC,N,stat3 [100%],23.937344,0.156974034003878,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
abcc10,mapk6,abcc10---mapk6,her2,MIIC,N,adam10 [100%],24.57152,0.161132772959564,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,hdac2,eif4e---hdac2,her2,MIIC,N,zfp36l1 [67%];arid5b [33%],34.386136,0.225494126738788,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,maml3,adam10---maml3,her2,MIIC,N,map4 [100%],23.543028,0.154388226105046,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
itgav,nfkb2,itgav---nfkb2,her2,MIIC,N,ctnna1 [100%],45.957059,0.301372823241552,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
maml3,map2k1,maml3---map2k1,her2,MIIC,N,map4 [100%],26.12235,0.171302658188026,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
abcc10,ctnna1,abcc10---ctnna1,her2,MIIC,N,adam10 [100%],25.033944,0.164165213012236,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
abcc10,nfkb2,abcc10---nfkb2,her2,MIIC,N,adam10 [100%],27.723358,0.181801595924497,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
mmp13,mmp3,mmp13---mmp3,her2,MIIC,N,mmp1 [100%],16.245175,0.106531060958515,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
nf2,sf3b1,nf2---sf3b1,her2,MIIC,N,adam10 [100%],30.20467,0.198073307366762,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr2b,eif4e,acvr2b---eif4e,her2,MIIC,N,map2k1 [100%],52.189988,0.342246531234793,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
bmpr1a,itgav,bmpr1a---itgav,her2,MIIC,N,map2k1 [100%],25.452774,0.166911776484852,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
kdm6a,src,kdm6a---src,her2,MIIC,N,tnk2 [100%],21.269319,0.139477913838115,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
arid2,epcam,arid2---epcam,her2,MIIC,N,ppp2cb [100%],14.736167,0.0966354320573254,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
arid5b,hsd17b6,arid5b---hsd17b6,her2,MIIC,N,map4 [79%];mapk6 [21%],43.673658,0.286398953700366,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,jak1,akt1s1---jak1,her2,MIIC,N,itgav [87%];casp8 [13%],48.480088,0.317918102452093,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
col12a1,hsd17b6,col12a1---hsd17b6,her2,MIIC,N,ptprd [65%];stat3 [35%],60.988519,0.399944699602101,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif5a2,sf3b1,eif5a2---sf3b1,her2,MIIC,N,gdf11 [66%];map2k1 [34%],26.3012,0.172475503679222,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cbfb,smad4,cbfb---smad4,her2,MIIC,N,map4 [85%];adam10 [15%],43.514739,0.285356809822171,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map4,utrn,map4---utrn,her2,MIIC,N,map2k1 [87%];ccnd1 [13%],38.384905,0.251716873129518,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
pms2,sf3b1,pms2---sf3b1,her2,MIIC,N,adam10 [100%],45.864386,0.300765101070987,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
col12a1,stat3,col12a1---stat3,her2,MIIC,N,hsd17b6 [100%],52.354694,0.343326624550269,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
erbb4,itgav,erbb4---itgav,her2,MIIC,N,arid5b [100%],40.265257,0.264047666336453,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,thada,jak1---thada,her2,MIIC,N,gdf11 [100%],18.307278,0.120053723558071,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cbfb,ctcf,cbfb---ctcf,her2,MIIC,N,arid1a [69%];cdh1 [31%],40.858377,0.267937172166689,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
asxl1,itgav,asxl1---itgav,her2,MIIC,N,sf3b1 [16%];tnk2 [84%],18.596321,0.121949182206724,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
hdac2,zfp36l1,hdac2---zfp36l1,her2,MIIC,N,epcam [79%];eif4e [21%],33.347392,0.218682350295365,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr2b,map2k1,acvr2b---map2k1,her2,MIIC,N,hsd17b6 [92%];jak1 [8%],55.30212,0.362654973975665,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
heyl,map4,heyl---map4,her2,MIIC,N,dab2 [77%];jag1 [23%],26.092844,0.171109166552224,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,hsd17b6,eif4e---hsd17b6,her2,MIIC,N,adam10 [93%];itgav [7%],58.782822,0.385480389949358,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr1,tnk2,acvr1---tnk2,her2,MIIC,N,itgav [89%];rab25 [11%],44.714715,0.293225898114833,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,nfkb2,adam10---nfkb2,her2,MIIC,N,sf3b1 [100%],48.960853,0.321070817367243,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr1,ccnd3,acvr1---ccnd3,her2,MIIC,N,mapk6 [100%],34.804276,0.22823616539514,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ccnd3,stat5a,ccnd3---stat5a,her2,MIIC,N,nfkb2 [100%],12.228649,0.0801918694048717,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
asxl1,zfp36l1,asxl1---zfp36l1,her2,MIIC,N,ppp2cb [100%],20.311223,0.133195003165863,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
hsd17b10,hsd17b2,hsd17b10---hsd17b2,her2,MIIC,N,ccnd1 [100%],12.319943,0.0807905485006123,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,cyp21a2,akt1s1---cyp21a2,her2,MIIC,N,map4 [100%],28.154674,0.184630038898388,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
bmpr1a,mapk9,bmpr1a---mapk9,her2,MIIC,N,map2k1 [100%],24.926067,0.163457787498937,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr2b,adam10,acvr2b---adam10,her2,MIIC,N,hsd17b6 [84%];jak1 [16%],64.041748,0.419966873861185,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ccnb1,stat3,ccnb1---stat3,her2,MIIC,N,chd1 [100%],11.732693,0.0769395363971484,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,smad7,jak1---smad7,her2,MIIC,N,map4 [91%];itgav [9%],39.028907,0.255940048091893,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
abcc10,map2k2,abcc10---map2k2,her2,MIIC,N,adam10 [79%];eif4e [21%],29.911118,0.196148280027475,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
afdn,map2k1,afdn---map2k1,her2,MIIC,N,fbxw7 [100%],32.107907,0.210554173646473,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,sdc4,eif4e---sdc4,her2,MIIC,N,arid5b [78%];adam10 [22%],21.953221,0.14396274121927,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
hras,mmp13,hras---mmp13,her2,MIIC,N,adam10 [100%],30.775519,0.201816766554928,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
nf2,stat3,nf2---stat3,her2,MIIC,N,adam10 [91%];adam17 [9%],27.042943,0.177339635259741,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
col12a1,mmp13,col12a1---mmp13,her2,MIIC,N,ptprd [95%];col6a3 [5%],54.459141,0.357126966598967,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
foxp1,pbrm1,foxp1---pbrm1,her2,MIIC,N,map3k1 [100%],19.097631,0.125236625165579,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,smad1,adam10---smad1,her2,MIIC,N,jak1 [93%];map2k1 [7%],33.359522,0.218761895253756,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam17,hras,adam17---hras,her2,MIIC,N,map4 [75%];jak1 [25%],23.849619,0.156398759356324,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,nf2,jak1---nf2,her2,MIIC,N,adam10 [100%],35.215126,0.230930398384,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,mapk9,eif4e---mapk9,her2,MIIC,N,adam10 [100%],68.605053,0.449891680650111,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,cbfb,adam10---cbfb,her2,MIIC,N,map2k1 [98%];hsd17b6 [2%],61.840028,0.405528644200157,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ccnd3,itgav,ccnd3---itgav,her2,MIIC,N,mapk6 [100%],25.04801,0.164257453686987,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
erbb4,map2k1,erbb4---map2k1,her2,MIIC,N,arid5b [100%],36.290846,0.237984652517569,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k1,nfkb2,map2k1---nfkb2,her2,MIIC,N,sf3b1 [81%];eif4e [15%];utrn [4%],46.337229,0.303865865849256,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
gsk3b,map4,gsk3b---map4,her2,MIIC,N,adam10 [95%];smad4 [5%],41.745473,0.273754485803019,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
eif4e,zfp36l1,eif4e---zfp36l1,her2,MIIC,N,ppp2cb [100%],52.293271,0.342923830652557,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
mapk6,utrn,mapk6---utrn,her2,MIIC,N,map2k1 [89%];itgav [11%],41.420407,0.27162279895683,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k1,rad51,map2k1---rad51,her2,MIIC,N,adam10 [100%],45.415286,0.297820035876154,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
cdk2,ctcf,cdk2---ctcf,her2,MIIC,N,dab2 [100%],16.070461,0.105385338134089,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,cyp21a2,adam10---cyp21a2,her2,MIIC,N,map4 [100%],31.960833,0.20958970578082,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
pms2,rad51,pms2---rad51,her2,MIIC,N,adam10 [97%];eif4e [3%],32.434486,0.212695782299921,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akt1s1,hsd17b6,akt1s1---hsd17b6,her2,MIIC,N,itgav [64%];fn1 [36%],41.4216,0.271630622298574,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
jak1,pbrm1,jak1---pbrm1,her2,MIIC,N,foxp1 [100%],18.512373,0.12139867600994,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
ncor2,nfkb2,ncor2---nfkb2,her2,MIIC,N,akt1s1 [78%];ccnd1 [18%];sf3b1 [4%],34.796945,0.228188090861755,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr2b,map4,acvr2b---map4,her2,MIIC,N,hsd17b6 [89%];jak1 [11%],50.846156,0.333434077770303,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
kdm5a,map2k1,kdm5a---map2k1,her2,MIIC,N,mapk6 [100%],36.555661,0.239721231095991,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
fgf1,mmp13,fgf1---mmp13,her2,MIIC,N,itgav [98%];hsd17b6 [2%],31.03097,0.203491938786246,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
acvr1,eif4e,acvr1---eif4e,her2,MIIC,N,itgav [99%];adam10 [1%],42.324664,0.277552649364053,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map2k1,prkcq,map2k1---prkcq,her2,MIIC,N,ncstn [100%],18.127891,0.118877356579435,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
map4,tnk2,map4---tnk2,her2,MIIC,N,map2k1 [81%];eif4e [18%];fbxw7 [1%],38.365866,0.251592020989139,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
stat5a,thada,stat5a---thada,her2,MIIC,N,fbxw7 [100%],10.215615,0.0669909868187769,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
adam10,smad4,adam10---smad4,her2,MIIC,N,map4 [75%];jak1 [25%],45.697906,0.299673374387318,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
hsd17b6,stat3,hsd17b6---stat3,her2,MIIC,N,adam10 [>99%];col12a1 [<1%],51.901361,0.340353800591308,0,0,220,0,0,0,NA,NA,0,NA,NA,3-method
akr1c2,akr1c4,akr1c2---akr1c4,luma,MIIC,P,NA,426.46317,0.906121208366402,426.46317,93.87812,679,332.58505,0.706655084401779,2,TRUE,+,0.807971928964288,0.110977877070825,0.999998110884856,3-method
igf1,pdgfra,igf1---pdgfra,luma,MIIC,P,NA,283.684977,0.602755389532547,283.684977,56.122987,679,227.56199,0.483508916742009,1,FALSE,+,0.729681614550337,0.5,0.0611293666908336,3-method
col12a1,ptprd,col12a1---ptprd,luma,MIIC,P,NA,286.928774,0.609647598436156,286.928774,79.917585,679,207.011189,0.439843911309025,1,FALSE,+,0.687242571037547,0.5,0.5,3-method
col12a1,col6a3,col12a1---col6a3,luma,MIIC,P,NA,237.687151,0.505022200339803,237.687151,47.008999,679,190.678152,0.40514053651881,1,FALSE,+,0.710042531087367,0.5,2.6417468241608e-4,3-method
pdgfra,spry2,pdgfra---spry2,luma,MIIC,P,NA,220.741896,0.469018024559098,220.741896,47.254923,679,173.486973,0.368613837416697,6,FALSE,+,0.669717293946625,0.938870633309167,0.999999999999666,3-method
col12a1,hsd17b6,col12a1---hsd17b6,luma,MIIC,P,NA,232.752804,0.494538020741975,232.752804,63.929874,679,168.82293,0.358703982178711,1,FALSE,+,0.672791320746358,0.5,8.35260281158178e-5,3-method
fn1,hsd17b6,fn1---hsd17b6,luma,MIIC,P,NA,207.58138,0.441055416063163,207.58138,47.292182,679,160.289198,0.34057206342072,1,FALSE,+,0.665689245167817,0.5,8.3525992898866e-5,3-method
col6a3,pdgfra,col6a3---pdgfra,luma,MIIC,P,NA,200.674514,0.426380156377913,200.674514,46.766394,679,153.90812,0.32701396388298,6,FALSE,+,0.641139887000538,0.999735825317584,0.938870633309167,3-method
