subtype,edge_id,source,target,direction,p_x2y,p_y2x,direction_strength,info
lumb,asxl1---map3k3,map3k3,asxl1,map3k3 -> asxl1,0.5,0.0482170442000904,0.45178295579990957,29.893055
lumb,casp8---sf3b1,sf3b1,casp8,sf3b1 -> casp8,0.5,0.0539784786965735,0.4460215213034265,89.215085
lumb,foxo3---notch3,foxo3,notch3,foxo3 -> notch3,0.0567115084285823,0.5,0.4432884915714177,49.849812
lumb,map3k1---pik3r1,pik3r1,map3k1,pik3r1 -> map3k1,0.5,0.0634328000566407,0.4365671999433593,38.994214
lumb,bmp5---utrn,bmp5,utrn,bmp5 -> utrn,0.0753838355487939,0.5,0.4246161644512061,29.848691
lumb,map2k2---men1,men1,map2k2,men1 -> map2k2,0.5,0.0821973549083877,0.4178026450916123,39.760158
lumb,ccne1---fancd2,fancd2,ccne1,fancd2 -> ccne1,0.5,0.0854141132079265,0.41458588679207353,31.197864
lumb,ccne1---map2k4,map2k4,ccne1,map2k4 -> ccne1,0.5,0.0955204894796802,0.40447951052031983,20.816052
lumb,arid2---rpgr,rpgr,arid2,rpgr -> arid2 (weak),0.5,0.104475123432062,0.395524876567938,60.58395
lumb,pdgfrb---st7,st7,pdgfrb,st7 -> pdgfrb (weak),0.5,0.106586594523602,0.393413405476398,29.709536
lumb,maml1---notch3,maml1,notch3,maml1 -> notch3 (weak),0.109528521461107,0.5,0.39047147853889297,45.716154
lumb,bche---map2k2,bche,map2k2,bche -> map2k2 (weak),0.110270074185963,0.5,0.389729925814037,18.171238
lumb,nt5e---syne1,syne1,nt5e,syne1 -> nt5e (weak),0.5,0.112609112606547,0.387390887393453,120.251188
lumb,epcam---kdm5a,kdm5a,epcam,kdm5a -> epcam (weak),0.5,0.114316591704308,0.38568340829569203,60.441557
lumb,akap9---epcam,akap9,epcam,akap9 -> epcam (weak),0.114322077830841,0.5,0.38567792216915897,25.277423
lumb,epcam---erbb4,erbb4,epcam,erbb4 -> epcam (weak),0.5,0.11432832518701,0.38567167481299003,30.301463
lumb,itgav---mapk6,itgav,mapk6,itgav -> mapk6 (weak),0.114409793648656,0.5,0.385590206351344,55.950736
lumb,nras---nt5e,nras,nt5e,nras -> nt5e (weak),0.11557484794849,0.5,0.38442515205151,33.379719
lumb,gata3---nt5e,gata3,nt5e,gata3 -> nt5e (weak),0.117651513951417,0.5,0.382348486048583,43.853789
lumb,ar---ncor2,ar,ncor2,ar -> ncor2 (weak),0.118264498604914,0.5,0.381735501395086,18.679075
lumb,nt5e---pdgfra,pdgfra,nt5e,pdgfra -> nt5e (weak),0.5,0.121331674423803,0.378668325576197,170.853949
lumb,pik3r1---runx1,pik3r1,runx1,pik3r1 -> runx1 (weak),0.12720817099486,0.5,0.37279182900513996,17.31874
lumb,setd2---tnk2,tnk2,setd2,tnk2 -> setd2 (weak),0.5,0.129134030365225,0.37086596963477503,63.946822
lumb,ncor2---smarcd1,smarcd1,ncor2,smarcd1 -> ncor2 (weak),0.5,0.130551264052373,0.369448735947627,29.823474
lumb,cbfb---nt5e,cbfb,nt5e,cbfb -> nt5e (weak),0.13613741955341,0.5,0.36386258044659003,38.487936
lumb,epcam---prkcq,prkcq,epcam,prkcq -> epcam (weak),0.5,0.141024743797133,0.35897525620286697,24.226565
lumb,herc2---setd2,herc2,setd2,herc2 -> setd2 (weak),0.151992108117451,0.5,0.348007891882549,30.456574
lumb,jak1---slc19a1,slc19a1,jak1,slc19a1 -> jak1 (weak),0.5,0.152907555115494,0.34709244488450597,24.097877
lumb,asxl2---taf1,taf1,asxl2,taf1 -> asxl2 (weak),0.5,0.155100157822968,0.344899842177032,27.26103
lumb,epcam---thsd7a,epcam,thsd7a,epcam -> thsd7a (weak),0.160015395027615,0.5,0.33998460497238503,32.064894
lumb,cdkn1a---map2k1,cdkn1a,map2k1,cdkn1a -> map2k1 (weak),0.16384164671455,0.5,0.33615835328544996,16.53428
lumb,jak1---nf2,nf2,jak1,nf2 -> jak1 (weak),0.5,0.168361468416,0.33163853158400003,26.550753
lumb,numbl---prkg1,prkg1,numbl,prkg1 -> numbl (weak),0.5,0.186057749913989,0.313942250086011,23.613085
