subtype,x,y,direction,is_directed,info
her2,bmpr1a,erbb2,undirected,NA,10.073045
her2,arid5b,mmp1,undirected,NA,10.045953
her2,flt3,vegfa,undirected,FALSE,10.037189
her2,ccnd1,mapk14,undirected,NA,9.752336
luma,cdkn1b,ppp2cb,undirected,FALSE,226.184726
luma,casp8,sf3b1,casp8 -> sf3b1,TRUE,201.240682
luma,col12a1,mmp11,undirected,FALSE,182.25133
luma,adam10,jak1,adam10 -> jak1,TRUE,175.501572
luma,cdkn1b,kdm3a,undirected,FALSE,162.233438
luma,casp8,mapk14,undirected,FALSE,155.318039
luma,ccnd2,cdk6,undirected,TRUE,154.001078
luma,jak1,sf3b1,undirected,FALSE,153.143023
luma,cdkn1b,zfp36l1,undirected,NA,138.17941
luma,cdk6,pdgfra,undirected,TRUE,131.8204
luma,fn1,mmp11,undirected,FALSE,128.958899
luma,cdk6,col6a3,undirected,NA,123.002289
luma,col6a3,mmp11,undirected,NA,119.66965
luma,mapk3,mlst8,undirected,FALSE,116.749702
luma,cdkn1b,eif4e,undirected,FALSE,116.589005
luma,jak1,ncoa2,ncoa2 -> jak1,TRUE,115.725755
luma,eif4e,jak1,undirected,FALSE,108.257993
luma,ccnb1,chd1,chd1 -> ccnb1,TRUE,107.371883
luma,jak1,mapk14,undirected,NA,106.94386
luma,akt1,smarcd1,undirected,FALSE,104.568478
luma,jak1,mapk9,mapk9 -> jak1,TRUE,104.324039
luma,arid2,cdkn1b,undirected,NA,103.350539
luma,casp8,jak1,undirected,NA,100.941546
luma,jak1,stat3,stat3 -> jak1,TRUE,99.920364
luma,hsd17b6,mmp11,undirected,NA,98.351558
luma,mmp11,mmp13,undirected,NA,95.83456
luma,akt1,map2k2,undirected,NA,95.020428
luma,akt1,tsc2,akt1 -> tsc2,TRUE,89.50275
luma,map2k1,myc,myc -> map2k1,TRUE,88.65354
luma,casp8,map2k2,undirected,NA,87.631708
luma,jak1,map2k1,undirected,FALSE,87.043526
luma,cdk6,pdgfrb,undirected,NA,87.03495
luma,mmp11,ptprd,undirected,NA,86.159115
luma,cdkn1b,igf1,undirected,NA,83.831217
luma,cdk6,plagl1,undirected,NA,83.760663
luma,akt1,ncor2,undirected,FALSE,83.178121
luma,myc,sik1,undirected,FALSE,82.885975
luma,itgav,jak1,undirected,NA,81.848234
luma,cdk6,tgfb3,undirected,NA,80.794802
luma,rad51c,runx1,rad51c -> runx1,TRUE,80.068921
luma,ccne1,rps6kb2,ccne1 -> rps6kb2 (weak),TRUE,79.067288
luma,jak1,kdm6a,undirected,NA,78.612347
luma,cdk2,fancd2,undirected,FALSE,78.250339
luma,jak1,rbl2,rbl2 -> jak1,TRUE,77.261301
luma,jak1,myc,undirected,NA,77.054093
luma,mmp11,pdgfrb,undirected,NA,76.536819
luma,cdk6,mmp3,undirected,NA,76.036425
luma,akt1s1,jak1,akt1s1 -> jak1,TRUE,75.883795
luma,jak1,map4,map4 -> jak1,TRUE,75.494254
luma,birc6,casp8,undirected,FALSE,75.489683
luma,afdn,jak1,afdn -> jak1,TRUE,73.452719
luma,ccnb1,fancd2,undirected,FALSE,73.089864
luma,cdkn1b,chd1,undirected,NA,72.984299
luma,myc,pik3r3,undirected,FALSE,72.614861
luma,jak1,smad7,smad7 -> jak1,TRUE,72.525565
luma,jak1,map2k2,undirected,NA,71.674013
luma,eif5a2,mmp11,eif5a2 -> mmp11,TRUE,71.168889
luma,cdkn1b,ubr5,undirected,NA,71.112983
luma,jak1,smad4,undirected,FALSE,70.965073
luma,casp8,map2k1,undirected,FALSE,70.931216
luma,ccnd1,pdgfra,ccnd1 -> pdgfra,TRUE,70.549299
luma,bcl2l1,mapk6,undirected,FALSE,69.890258
luma,casp8,eif5a2,casp8 -> eif5a2,TRUE,69.87164
luma,casp8,ncoa2,undirected,NA,69.362263
luma,map2k2,src,src -> map2k2 (weak),TRUE,69.353433
luma,fgf1,jak1,undirected,FALSE,69.332398
luma,birc6,jak1,undirected,NA,68.393485
luma,ccnb1,ubr5,undirected,NA,67.995775
luma,adam10,casp8,undirected,NA,66.179356
luma,ccnd1,gata3,undirected,FALSE,66.169999
luma,gsk3b,jak1,undirected,NA,65.700818
luma,akt1,maml1,undirected,NA,64.886679
luma,arid5b,ccnd1,arid5b -> ccnd1 (weak),TRUE,64.64609
luma,ccnd1,smarcd1,undirected,FALSE,64.522
luma,casp8,smad1,undirected,NA,63.753027
luma,akt1s1,src,undirected,FALSE,63.660262
luma,arid1a,jak1,undirected,NA,63.29052
luma,akt1,sf3b1,undirected,NA,63.273685
luma,ccnd1,nt5e,undirected,NA,62.939081
luma,gata3,pdgfra,gata3 -> pdgfra,TRUE,62.431512
luma,akt1,mmp15,undirected,FALSE,62.271801
luma,acvr1,cdkn1b,undirected,NA,62.226816
luma,akt1,tubb4b,undirected,FALSE,62.188542
luma,cdkn1b,lifr,undirected,NA,62.02419
luma,ccnd1,syne1,undirected,NA,61.603541
luma,ccnb1,rad51,rad51 -> ccnb1,TRUE,61.487549
luma,ptk2,vegfa,undirected,FALSE,61.395329
luma,cdk6,ptprd,undirected,NA,61.300441
luma,smarcd1,src,undirected,NA,60.723248
luma,asxl1,casp8,undirected,FALSE,60.521772
luma,ccne1,fancd2,undirected,FALSE,59.93718
luma,notch3,runx1,undirected,FALSE,59.691479
luma,ccnd1,tnk2,undirected,NA,59.562475
luma,jak1,ncstn,undirected,NA,59.501464
luma,akt1,akt1s1,undirected,NA,59.396451
luma,casp8,mapk9,undirected,FALSE,58.976157
luma,myc,smad7,undirected,NA,58.496808
luma,eif5a2,runx1,runx1 -> eif5a2,TRUE,58.461855
luma,akt1s1,myc,undirected,FALSE,58.428913
luma,casp8,eif4e,undirected,NA,58.139961
luma,cdk6,spry2,undirected,NA,57.860789
luma,ccnd1,cdk6,undirected,NA,57.760416
luma,cdkn1b,fas,undirected,NA,57.550005
luma,myc,pms2,undirected,NA,57.448537
luma,adgra2,cdk6,undirected,NA,57.181727
luma,ccne1,slc19a1,undirected,FALSE,56.930544
luma,jak1,nfkb2,undirected,NA,56.619331
luma,mmp1,mmp13,undirected,FALSE,56.584433
luma,abcc10,akt1,undirected,FALSE,56.473483
luma,cdk6,nt5e,undirected,NA,56.459325
luma,ccnb1,kdm3a,undirected,NA,56.112826
luma,cdkn1b,hdac2,undirected,NA,56.017005
luma,cdk6,hsd17b6,undirected,NA,55.99001
luma,bcl2l1,mapk3,mapk3 -> bcl2l1 (weak),TRUE,55.963425
luma,ccnb1,ncoa3,ncoa3 -> ccnb1,TRUE,55.955807
luma,jak1,nras,nras -> jak1,TRUE,55.926772
luma,arid2,ccnb1,undirected,FALSE,55.296264
luma,mmp11,myh9,undirected,NA,55.257386
luma,akt1,eif4e,undirected,NA,55.185242
luma,cbfb,jak1,undirected,NA,55.140174
luma,mapk3,mapk6,undirected,FALSE,55.138111
luma,cdk6,mlst8,undirected,FALSE,55.01128
luma,mapk1,tsc2,mapk1 -> tsc2,TRUE,54.963605
luma,ccnd1,map2k2,undirected,NA,54.957036
luma,jak1,pms2,undirected,NA,54.934549
luma,ccne1,gsk3b,undirected,FALSE,53.702299
luma,casp8,notch3,undirected,NA,53.06002
luma,ccnd1,tgfb3,undirected,NA,53.054391
luma,casp8,rbpj,undirected,NA,52.86499
luma,jak1,plagl1,undirected,FALSE,52.263066
luma,csf1r,mapk1,undirected,FALSE,52.06969
luma,maml1,src,undirected,NA,51.374717
luma,ptprm,runx1,undirected,FALSE,51.308522
luma,akt1,myc,undirected,NA,51.140803
luma,cdk6,fgf1,undirected,NA,51.101952
luma,mmp15,src,undirected,NA,50.982242
luma,akt1,nfkb2,undirected,NA,50.953787
luma,ncor2,src,undirected,FALSE,50.936374
luma,cdkn1b,epcam,undirected,NA,50.849164
luma,cdkn1b,hsd17b7,undirected,NA,50.663775
luma,ccnd1,hsd17b6,ccnd1 -> hsd17b6,TRUE,50.517479
luma,casp8,nfkb2,undirected,NA,50.393757
luma,ccnb1,ptprm,ptprm -> ccnb1,TRUE,50.115634
luma,jak1,nf2,undirected,NA,49.619094
luma,myc,ncstn,undirected,NA,49.554689
luma,ccnd1,rps6kb2,undirected,FALSE,49.551888
luma,ccnd1,igf1,undirected,NA,49.355236
luma,ctnna1,jak1,undirected,NA,49.334471
luma,cbfb,e2f4,undirected,FALSE,49.310032
luma,cdk2,palb2,undirected,FALSE,48.986599
luma,col6a3,gata3,undirected,NA,48.819353
luma,ccnd2,jak2,jak2 -> ccnd2,TRUE,48.806987
luma,jak1,tnk2,undirected,NA,48.427746
luma,ctcf,e2f4,undirected,FALSE,48.246917
luma,ccnd1,ncor2,undirected,FALSE,48.183127
luma,akt1,jak1,undirected,NA,48.088818
luma,casp8,pms2,undirected,NA,48.022692
luma,fam20c,runx1,undirected,NA,47.951422
luma,bcl2l1,ncoa3,ncoa3 -> bcl2l1,TRUE,47.76937
luma,erbb2,notch3,undirected,FALSE,47.734261
luma,cdk6,fn1,undirected,NA,47.565511
luma,jak1,thada,undirected,NA,47.440592
luma,tnk2,vegfa,undirected,FALSE,47.411407
luma,abcc10,casp8,undirected,NA,47.190067
luma,myc,ncoa2,undirected,FALSE,46.934749
luma,ccnd1,ptprd,undirected,NA,46.934236
luma,akt1,ar,undirected,NA,46.862881
luma,akt1,map2k1,undirected,NA,46.542248
luma,jak1,rbpj,undirected,NA,46.357487
luma,ctcf,jak1,undirected,NA,46.330518
luma,casp8,runx1,undirected,NA,46.287836
luma,hsd17b6,jak1,undirected,NA,46.228315
luma,casp8,kdm6a,undirected,NA,46.154913
luma,casp9,map4,undirected,FALSE,45.866623
luma,jak2,klrg1,undirected,NA,45.815558
luma,casp8,myc,undirected,NA,45.739009
luma,akt1,pms2,undirected,NA,45.736528
luma,jag1,runx1,undirected,NA,45.592952
luma,ccnd1,col6a3,undirected,NA,45.540776
luma,eif4e,myc,undirected,NA,45.490039
luma,cbfb,erbb2,erbb2 -> cbfb,TRUE,45.478109
luma,erbb3,gata3,undirected,FALSE,45.454783
luma,ccnb1,stat3,undirected,NA,45.450641
luma,arid5b,jak1,undirected,NA,45.436913
luma,cbfb,myc,undirected,NA,45.216156
luma,ccne1,mmp15,undirected,NA,45.14597
luma,arid1a,casp8,undirected,NA,45.039134
luma,cdk6,col12a1,undirected,NA,44.966616
luma,cdk6,mmp7,undirected,NA,44.476549
luma,akt1,hras,undirected,FALSE,44.410228
luma,slc19a1,src,undirected,FALSE,44.378147
luma,map2k4,tp53,undirected,FALSE,44.27738
luma,bcl2l1,ncor2,ncor2 -> bcl2l1,TRUE,44.184833
luma,sdc4,src,undirected,NA,44.173318
luma,acvr2a,cdk6,undirected,NA,44.123816
luma,ccnb1,plagl1,plagl1 -> ccnb1,TRUE,43.909933
luma,gata3,nt5e,undirected,NA,43.848537
luma,jak1,tbl1xr1,undirected,NA,43.819038
luma,casp8,nf2,undirected,NA,43.637625
luma,eif4e,runx1,undirected,NA,43.619821
luma,foxp1,myc,undirected,FALSE,43.549109
luma,akt1,gsk3b,undirected,NA,43.496689
luma,mmp1,mmp11,mmp1 -> mmp11,TRUE,43.462674
luma,smad6,vegfb,undirected,FALSE,43.399477
luma,ccnb1,ccne1,undirected,FALSE,43.314662
luma,cdkn1b,pms2,undirected,NA,43.307686
luma,bcl2l1,mlst8,undirected,NA,42.903784
luma,jak1,mapk6,undirected,NA,42.782332
luma,acvr1,cdk6,undirected,NA,42.717329
luma,mapk3,palb2,undirected,FALSE,42.657657
luma,smad4,src,undirected,NA,42.593008
luma,pdgfa,vegfa,undirected,FALSE,42.576409
luma,abcc10,src,undirected,NA,42.541377
luma,abcc10,cdkn1b,undirected,NA,42.51565
luma,ccne1,e2f3,undirected,FALSE,42.480167
luma,cdkn1b,gsk3b,undirected,NA,42.373581
luma,acvr2b,ccnd1,undirected,FALSE,42.311986
luma,cdk2,map3k5,undirected,FALSE,42.285522
luma,casp8,gsk3b,undirected,NA,41.91931
luma,casp8,ncor2,undirected,NA,41.773175
luma,hras,jak1,undirected,FALSE,41.754942
luma,myc,nras,undirected,NA,41.713214
luma,cdk6,dab2,undirected,NA,41.354315
luma,casp8,maml1,undirected,NA,41.294816
luma,akt1,smad4,undirected,NA,41.227471
luma,akt1,rad51c,undirected,NA,41.112732
luma,cdk6,nr2f1,undirected,NA,41.055506
luma,acvr1,mmp1,undirected,NA,41.001238
luma,casp8,tsc2,undirected,NA,40.937973
luma,mtor,runx1,undirected,FALSE,40.907175
luma,cdkn1b,ctcf,undirected,NA,40.777249
luma,cdkn1b,pdgfra,undirected,NA,40.716844
luma,jak1,sdc4,undirected,NA,40.71606
luma,ccnd1,spen,undirected,NA,40.690937
luma,e2f3,notch3,undirected,NA,40.687797
luma,akt1,casp8,undirected,NA,40.578969
luma,src,tnk2,undirected,NA,40.506928
luma,afdn,casp8,undirected,NA,40.435869
luma,myc,rad51c,undirected,NA,40.330756
luma,cdk6,igf1,undirected,NA,40.253279
luma,bcl2l1,sdc4,undirected,FALSE,40.199234
luma,gata3,hdac2,undirected,FALSE,40.114314
luma,notch3,vegfa,undirected,NA,40.095263
luma,adam17,jak1,undirected,FALSE,40.049805
luma,map2k2,runx1,undirected,NA,40.036053
luma,notch1,vegfa,undirected,FALSE,39.96289
luma,myc,rbpj,undirected,FALSE,39.719859
luma,cdk6,fas,undirected,NA,39.687137
luma,cbfb,jak2,undirected,NA,39.673201
luma,ccne1,smad4,undirected,NA,39.670584
luma,cdk2,rad51,undirected,FALSE,39.515182
luma,klrg1,mapk1,undirected,FALSE,39.417924
luma,fam20c,mmp11,undirected,NA,39.405714
luma,heyl,runx1,undirected,NA,39.385986
luma,mapk3,tsc2,undirected,NA,39.273627
luma,ncor1,tp53,undirected,FALSE,39.22739
luma,afdn,ccnd1,undirected,NA,39.175705
luma,pdgfrb,runx1,undirected,NA,39.115094
luma,myc,tsc2,undirected,NA,39.104241
luma,gsk3b,myc,undirected,NA,39.059282
luma,casp8,tnk2,undirected,NA,38.930387
luma,ctbp2,jak1,undirected,NA,38.923572
luma,ccnd1,itgav,undirected,NA,38.831307
luma,runx1,serpini1,undirected,FALSE,38.756474
luma,akt1s1,erbb2,undirected,FALSE,38.585233
luma,eif4e,src,undirected,NA,38.578153
luma,maml3,myc,undirected,NA,38.469779
luma,acvr2b,jak1,undirected,NA,38.280946
luma,chd1,jak1,undirected,NA,38.193988
luma,casp8,nras,undirected,NA,38.170072
luma,cdkn1b,smad4,undirected,FALSE,38.15292
luma,e2f3,eif5a2,e2f3 -> eif5a2,TRUE,38.082906
luma,cdkn1b,rpgr,undirected,NA,37.95135
luma,akt1s1,casp8,undirected,NA,37.820679
luma,cdkn1b,spry2,undirected,NA,37.729207
luma,gata3,tnk2,undirected,NA,37.618762
luma,mapk14,myc,undirected,NA,37.553861
luma,akt1,hsd17b6,undirected,NA,37.505497
luma,casp9,eif5a2,undirected,NA,37.307638
luma,mmp11,spry2,undirected,FALSE,37.300549
luma,jak2,slc19a1,undirected,NA,37.017974
luma,arid1a,casp9,undirected,FALSE,36.898616
luma,birc6,pten,undirected,FALSE,36.863108
luma,e2f3,fbxw7,undirected,FALSE,36.721237
luma,mapk1,nras,undirected,NA,36.706052
luma,cdk6,csf1r,undirected,NA,36.529324
luma,mmp11,mmp14,undirected,FALSE,36.456271
luma,akt1,nras,undirected,NA,36.414651
luma,casp9,dab2,undirected,FALSE,36.408449
luma,acvr1,pten,undirected,FALSE,36.211201
luma,cdk6,nras,undirected,NA,36.191286
luma,jak1,ncor1,undirected,FALSE,36.12898
luma,erbb2,map2k1,undirected,NA,36.067945
luma,jak1,mmp15,undirected,NA,36.057012
luma,ccne1,map2k2,undirected,NA,36.048554
luma,asxl1,runx1,undirected,NA,35.874464
luma,bcl2l1,smarcd1,undirected,NA,35.871619
luma,e2f3,fancd2,undirected,FALSE,35.83264
luma,akr1c4,jak1,undirected,NA,35.828367
luma,myc,sf3b1,undirected,NA,35.765385
luma,jak1,utrn,utrn -> jak1,TRUE,35.703199
luma,fas,gata3,undirected,NA,35.701435
luma,e2f4,notch1,undirected,FALSE,35.699924
luma,gata3,hdac1,undirected,NA,35.676208
luma,acvrl1,cdk6,undirected,NA,35.664573
luma,cdkn1b,ptpn22,undirected,NA,35.59716
luma,col6a3,jak1,undirected,NA,35.593918
luma,gata3,setd2,undirected,FALSE,35.493685
luma,igf1,vegfa,undirected,NA,35.446998
luma,cdk6,folr1,undirected,FALSE,35.309899
luma,ncor2,runx1,undirected,NA,35.269158
luma,jak1,jak2,jak2 -> jak1,TRUE,35.158576
luma,gata3,igf1,undirected,NA,35.12658
luma,adam10,casp9,undirected,NA,35.057041
luma,adam10,akt1,undirected,NA,35.05113
luma,afdn,myc,undirected,NA,35.007492
luma,e2f3,jak1,undirected,NA,34.899128
luma,cdk6,map2k4,undirected,NA,34.853926
luma,jak1,smad1,undirected,NA,34.852711
luma,casp8,ctbp2,undirected,NA,34.713092
luma,adam17,casp8,undirected,NA,34.65427
luma,acvrl1,gata3,undirected,NA,34.608812
luma,cdkn1b,nt5e,undirected,NA,34.503245
luma,igf1,jak1,undirected,NA,34.471082
luma,mapk1,ptpn22,undirected,NA,34.444035
luma,src,tsc2,undirected,NA,34.388507
luma,akt1,mtor,undirected,NA,34.331071
luma,gdf11,jak1,undirected,NA,34.312615
luma,akr1c4,casp8,undirected,FALSE,34.245855
luma,itgav,jak2,undirected,NA,34.229444
luma,casp9,ncoa3,undirected,NA,34.174862
luma,erbb2,itgav,undirected,NA,34.148366
luma,jak1,tsc2,undirected,NA,34.091132
luma,jak1,ncoa3,undirected,NA,33.900138
luma,notch1,vegfb,undirected,FALSE,33.834988
luma,acvr2a,cdkn1b,undirected,NA,33.700541
luma,asxl1,src,undirected,NA,33.546611
luma,igf1,jak2,undirected,NA,33.341167
luma,birc6,e2f3,undirected,FALSE,33.141499
luma,casp9,ncoa2,undirected,FALSE,33.004149
luma,cdk6,itgav,undirected,NA,32.924234
luma,csf1r,erbb2,undirected,NA,32.881389
luma,mmp11,ptprm,undirected,NA,32.868364
luma,erbb2,map4,undirected,NA,32.774685
luma,casp9,stat3,undirected,NA,32.716613
luma,myc,stat3,undirected,NA,32.651064
luma,akt1,arid1a,undirected,NA,32.616366
luma,jak1,nt5e,undirected,NA,32.586171
luma,notch1,runx1,undirected,NA,32.471684
luma,cdk6,mmp13,undirected,NA,32.463077
luma,dab2,runx1,undirected,NA,32.425243
luma,mapk6,src,undirected,NA,32.382483
luma,arid5b,src,undirected,NA,32.379026
luma,casp8,stat3,undirected,NA,32.314746
luma,itgav,myc,undirected,NA,32.299117
luma,erbb2,jak1,undirected,NA,32.177986
luma,ccne1,cdk2,undirected,NA,32.172085
luma,cdk6,hsd17b7,undirected,FALSE,32.021707
luma,pms2,runx1,undirected,NA,31.984976
luma,cdk6,syne1,undirected,NA,31.781435
luma,cbfb,cdk6,undirected,NA,31.778023
luma,ccne1,src,undirected,NA,31.735345
luma,itgav,pten,undirected,NA,31.686801
luma,akt1,pik3r3,undirected,NA,31.556975
luma,cdk6,ptprm,undirected,NA,31.547369
luma,arid1a,myc,undirected,NA,31.476123
luma,map2k1,src,undirected,NA,31.372361
luma,erbb2,erbb3,undirected,FALSE,31.344995
luma,bcl2l1,src,undirected,NA,31.304659
luma,akt1,runx1,undirected,NA,31.280352
luma,ccnd1,men1,undirected,NA,31.24814
luma,ackr3,cdk6,undirected,NA,31.206854
luma,casp8,syne1,undirected,NA,31.196423
luma,e2f3,st7,undirected,NA,31.155402
luma,casp9,smad1,undirected,FALSE,31.126115
luma,casp9,sf3b1,undirected,NA,31.080373
luma,gdf11,mmp11,undirected,FALSE,30.845561
luma,cdk2,mmp24,undirected,NA,30.83889
luma,akt1,src,undirected,NA,30.364395
luma,gata3,spen,undirected,NA,30.331971
luma,nfkb1,pten,undirected,NA,30.321397
luma,arid5b,cdk2,undirected,FALSE,30.286589
luma,map4,runx1,undirected,NA,30.247108
luma,cdk6,klrg1,undirected,NA,30.092838
luma,myc,smad4,undirected,NA,30.082125
luma,bcl2l1,slc19a1,undirected,NA,30.041266
luma,bcl2l1,map2k2,undirected,NA,30.016072
luma,gata3,prkcq,undirected,FALSE,29.940398
luma,ccnd1,eif4e,undirected,NA,29.915287
luma,ccnb1,cdk2,undirected,NA,29.896047
luma,casp8,ncoa3,undirected,NA,29.856881
luma,spen,vegfa,undirected,NA,29.82431
luma,cyp21a2,runx1,undirected,NA,29.809481
luma,akt1,asxl2,undirected,NA,29.73778
luma,pdgfrb,vegfb,undirected,NA,29.723341
luma,ackr3,akt1,undirected,FALSE,29.676411
luma,foxo3,runx1,undirected,NA,29.673575
luma,myc,thada,undirected,NA,29.673441
luma,ccnd1,tsc2,undirected,NA,29.635669
luma,akt1,mapk9,undirected,NA,29.620575
luma,abcc1,mapk3,undirected,NA,29.614706
luma,cdkn1b,thada,undirected,NA,29.553512
luma,mmp11,mmp7,undirected,NA,29.527414
luma,akt1,tnk2,undirected,NA,29.476555
luma,ccnb1,slc19a1,undirected,NA,29.475634
luma,map2k1,runx1,undirected,NA,29.433021
luma,mmp1,mmp14,undirected,FALSE,29.346238
luma,tgfb3,vegfb,undirected,FALSE,29.302162
luma,acvr2b,erbb2,undirected,NA,29.133048
luma,eif4e,erbb2,undirected,NA,29.122743
luma,myc,plagl1,undirected,NA,29.10658
luma,akt1,stk11,undirected,NA,29.027653
luma,adgra2,ccnd1,undirected,NA,28.949698
luma,bmp7,mmp11,undirected,NA,28.940773
luma,ccnd1,zfp36l1,undirected,NA,28.924274
luma,fgf1,myc,undirected,NA,28.901932
luma,mmp11,tgfb3,undirected,NA,28.853265
luma,cdkn1b,pde4dip,undirected,NA,28.724943
luma,runx1,sf3b1,undirected,NA,28.707577
luma,ccnb1,ctbp2,undirected,NA,28.664136
luma,acvr2b,casp8,undirected,NA,28.659514
luma,ccnb1,ccnd1,undirected,FALSE,28.594365
luma,gata3,mmp19,undirected,NA,28.543359
luma,ccne1,itgav,undirected,NA,28.438278
luma,e2f4,map2k1,undirected,NA,28.378334
luma,ccnd1,ccnd2,undirected,NA,28.362146
luma,cdk6,ptpn22,undirected,NA,28.318469
luma,plagl1,vegfb,undirected,NA,28.292643
luma,afdn,cdk6,undirected,NA,28.265752
luma,bcl2l1,spry2,undirected,NA,28.250274
luma,adgra2,gata3,undirected,NA,27.999193000000002
luma,fas,jak1,undirected,NA,27.979966
luma,cdk2,ctnna1,undirected,NA,27.958615000000002
luma,asxl2,runx1,undirected,NA,27.955883
luma,casp8,utrn,undirected,NA,27.933864
luma,bcl2l1,tsc2,undirected,NA,27.898677
luma,akt1,kdm6a,undirected,NA,27.857086
luma,ccnb1,ppp2cb,undirected,NA,27.791709
luma,adam10,myc,undirected,NA,27.782547
luma,casp8,maml3,undirected,NA,27.680006
luma,abcc10,bcl2l1,undirected,NA,27.665226
luma,abcc10,jak1,undirected,NA,27.657762
luma,maml1,runx1,undirected,NA,27.600825
luma,acvr1,gata3,undirected,NA,27.5237
luma,casp8,ctnna1,undirected,NA,27.463816
luma,hey2,runx1,undirected,NA,27.460722
luma,ncstn,vegfa,undirected,NA,27.391408
luma,bmf,mmp11,undirected,NA,27.236362
luma,cdkn1b,map2k2,undirected,NA,27.165837
luma,eif5a2,jak1,undirected,NA,27.12588
luma,cdkn1b,fbxw7,undirected,NA,27.074079
luma,casp9,jak1,undirected,NA,26.971803
luma,cdkn1b,map4,undirected,NA,26.961421
luma,map3k3,runx1,undirected,NA,26.946478
luma,myc,spry2,undirected,NA,26.884068
luma,cdk2,erbb3,undirected,FALSE,26.883161
luma,mapk1,mlst8,undirected,NA,26.870709
luma,gata3,mmp3,undirected,NA,26.829685
luma,src,st7,undirected,NA,26.820677
luma,ccnd2,gata3,undirected,NA,26.762216
luma,itgav,src,undirected,NA,26.750408
luma,bcl2l1,eif4e,undirected,NA,26.725678
luma,cdh1,e2f4,undirected,NA,26.708128
luma,acvr2b,bcl2l1,undirected,NA,26.60424
luma,cdk6,tsc2,undirected,NA,26.573788
luma,dab2,vegfb,undirected,NA,26.544407
luma,cyp11a1,mmp11,undirected,NA,26.529083
luma,asxl1,cdkn1b,undirected,NA,26.510068
luma,casp8,ccnd1,undirected,NA,26.492749
luma,e2f3,ncor1,undirected,FALSE,26.487503
luma,adgra2,mmp11,undirected,NA,26.464445
luma,maml1,myc,undirected,NA,26.434503
luma,gata3,zfp36l1,undirected,NA,26.415837
luma,ccnb1,hsd17b7,undirected,NA,26.350623
luma,ccnd1,hsd17b4,undirected,FALSE,26.328656
luma,ccnd1,mapk3,undirected,NA,26.286803
luma,pten,smad4,undirected,NA,26.255006
luma,jak1,maml3,undirected,NA,26.226282
luma,akt1,stat3,undirected,NA,26.21361
luma,cdkn1b,tnk2,undirected,NA,26.203938
luma,pten,slc19a1,undirected,NA,26.143529
luma,bcl2l1,notch2,notch2 -> bcl2l1 (weak),TRUE,26.128274
luma,pms2,src,undirected,NA,26.062293
luma,ccnd1,fas,undirected,NA,26.061724
luma,arid5b,jak2,undirected,NA,26.000403
luma,casp8,klrg1,undirected,NA,25.946673
luma,birc6,myc,undirected,NA,25.943507
luma,kdm6a,src,undirected,NA,25.895064
luma,abcc1,src,undirected,NA,25.716963
luma,ccnd1,spry2,undirected,NA,25.661706
luma,ncstn,runx1,undirected,NA,25.638488
luma,prkcq,vegfb,undirected,FALSE,25.631184
luma,acvr1b,vegfa,undirected,FALSE,25.614973
luma,erbb2,pms2,undirected,NA,25.564475
luma,cdk6,mapt,undirected,FALSE,25.551988
luma,ncoa3,src,undirected,NA,25.477076
luma,jak1,syne1,undirected,NA,25.451779
luma,src,stk11,undirected,NA,25.416411
luma,arid1a,cdk2,undirected,NA,25.398192
luma,ccnb1,sf3b1,undirected,NA,25.396417
luma,gata3,tbx3,undirected,FALSE,25.360552
luma,fn1,mmp1,undirected,NA,25.320608
luma,jak1,zfp36l1,undirected,NA,25.232532
luma,mmp7,myc,undirected,NA,25.147964
luma,map4,myc,undirected,NA,25.118031
luma,jak1,pdgfra,undirected,NA,25.098615
luma,ptprm,vegfb,undirected,NA,25.098089
luma,casp8,mtor,undirected,NA,25.073696
luma,akt1,setd2,undirected,NA,25.020513
luma,pdgfra,vegfa,undirected,NA,24.990303
luma,e2f4,rbl2,undirected,NA,24.958809
luma,erbb2,gata3,undirected,NA,24.898202
luma,maml3,pten,undirected,FALSE,24.895653
luma,ccnd1,jak1,undirected,NA,24.851092
luma,erbb3,mapk1,undirected,FALSE,24.840227
luma,akt1,itgav,undirected,NA,24.778228
luma,ccnd1,nras,undirected,NA,24.74819
luma,fbxw7,jak1,undirected,NA,24.745785
luma,jak1,rps6kb2,undirected,NA,24.736324
luma,ccnd2,jak1,undirected,NA,24.717143
luma,jak1,stk11,undirected,NA,24.714368
luma,ccne1,spry2,undirected,NA,24.603278
luma,chd1,myc,undirected,NA,24.593344
luma,ccnd1,mmp19,undirected,NA,24.547129
luma,ccne1,rpgr,undirected,NA,24.435631
luma,ccnd1,fancd2,undirected,NA,24.423293
luma,dll4,vegfa,undirected,FALSE,24.308613
luma,lifr,vegfa,undirected,NA,24.282589
luma,cdkn1b,notch1,undirected,NA,24.270842
luma,casp9,mapk9,undirected,NA,24.244585
luma,erbb4,vegfa,undirected,FALSE,24.243814
luma,gata3,sox9,undirected,FALSE,24.243783
luma,erbb2,mapk9,undirected,NA,24.219602
luma,ctnna1,erbb2,undirected,FALSE,24.210541
luma,runx1,spen,undirected,NA,24.20217
luma,cdh1,runx1,undirected,FALSE,24.173177
luma,erbb2,smad7,undirected,NA,24.164607
luma,ar,cdk6,undirected,NA,24.11649
luma,ccnb1,dll1,undirected,FALSE,24.063077
luma,hsd17b7,myc,undirected,FALSE,24.048096
luma,akt1s1,ccnd1,undirected,NA,24.030098
