subtype,x,y,direction,is_directed,info
her2,asxl1,jak1,undirected,NA,24.02689
her2,ccnd1,large1,undirected,FALSE,23.897345
her2,casp9,map4,undirected,NA,23.838427
her2,ccnd1,tbx3,undirected,NA,23.724367
her2,myc,smad4,undirected,NA,23.642406
her2,mmp1,pdgfra,undirected,NA,23.622246
her2,casp9,jak1,undirected,NA,23.543185
her2,akt1s1,myc,undirected,NA,23.496714
her2,jak1,mmp13,undirected,NA,23.490028
her2,cdkn1b,chd1,undirected,NA,23.192511
her2,casp9,mapk6,undirected,NA,23.191524
her2,akt1s1,cdk6,undirected,NA,23.142699
her2,ccne1,gsk3b,undirected,FALSE,22.97882
her2,casp8,tubb4b,undirected,FALSE,22.872165
her2,mapk9,myc,undirected,NA,22.86511
her2,cdk6,maml3,undirected,NA,22.852438
her2,casp8,dab2,undirected,NA,22.634247
her2,ncor2,src,undirected,NA,22.592104
her2,hras,jak1,undirected,FALSE,22.481305
her2,jag1,runx1,undirected,NA,22.391636
her2,map2k2,src,undirected,FALSE,22.205915
her2,arid1a,cdk6,undirected,NA,22.013824
her2,cdk6,mmp13,undirected,NA,21.95737
her2,ctcf,e2f4,undirected,FALSE,21.955551
her2,mmp11,myh9,undirected,NA,21.937047
her2,casp9,cbfb,undirected,NA,21.916376
her2,ncor2,runx1,undirected,NA,21.916272
her2,jak1,stk11,undirected,NA,21.900107
her2,ccnd1,itgav,undirected,NA,21.879443
her2,cdk6,pdgfra,undirected,NA,21.806733
her2,acvr1,ccnd1,undirected,NA,21.801838
her2,myc,myh9,undirected,NA,21.734061
her2,myc,nf2,undirected,NA,21.649709
her2,fn1,mmp1,undirected,NA,21.606829
her2,cdkn1b,epcam,undirected,NA,21.493373
her2,cdk6,plagl1,undirected,NA,21.478748
her2,cdk6,eif4e,undirected,NA,21.477156
her2,bmpr1a,jak1,undirected,NA,21.477156
her2,cdk6,foxp1,undirected,NA,21.30465
her2,kdm6a,src,undirected,NA,21.269319
her2,jak1,myc,undirected,NA,21.239342
her2,casp8,mapk6,undirected,NA,21.233105
her2,cdkn1b,eif4e,undirected,NA,21.143577
her2,casp8,hsd17b6,undirected,NA,21.107366
her2,afdn,casp8,undirected,NA,21.085696
her2,cdkn1a,map4,undirected,NA,21.05529
her2,map2k1,myc,undirected,NA,20.938978
her2,cdkn1b,pdgfra,undirected,FALSE,20.921474
her2,casp9,utrn,undirected,NA,20.914758
her2,mmp1,mmp13,undirected,NA,20.89237
her2,cdk6,smad4,undirected,NA,20.887883
her2,smad4,src,undirected,NA,20.865678
her2,akr1c2,gata3,undirected,NA,20.830015
her2,adam17,ccnb1,undirected,NA,20.803437
her2,casp8,pms2,undirected,NA,20.7933
her2,eif4e,myc,undirected,NA,20.697611
her2,gata3,mapk1,undirected,FALSE,20.693594
her2,myc,tbl1xr1,undirected,NA,20.693594
her2,birc6,myc,undirected,FALSE,20.660304
her2,mmp11,mmp7,undirected,NA,20.652569
her2,adam10,casp9,undirected,NA,20.458863
her2,ccnd1,hsd17b2,undirected,NA,20.443514
her2,casp8,smad7,undirected,NA,20.437387
her2,jak2,klrg1,undirected,NA,20.382605
her2,fgf1,mmp11,undirected,NA,20.369558
her2,eif5a2,runx1,undirected,NA,20.299746
her2,myc,thada,undirected,NA,20.261577
her2,casp8,rbl2,undirected,NA,20.256655
her2,ccnd1,maml3,undirected,NA,20.214116
her2,afdn,cdk6,undirected,NA,20.196486
her2,jak1,ncoa3,undirected,NA,20.184616
her2,ccne1,e2f3,undirected,FALSE,20.1821
her2,jak1,maml3,undirected,NA,20.09277
her2,ccnd1,eif4e,undirected,NA,19.998372
her2,cdkn1b,fas,undirected,NA,19.902506
her2,src,tnk2,src -> tnk2 (weak),TRUE,19.902241
her2,akt1s1,ccnd1,undirected,NA,19.863807
her2,gdf11,src,undirected,NA,19.826076
her2,runx1,sdc4,undirected,FALSE,19.663342
her2,cdk6,col12a1,undirected,NA,19.656405
her2,abcc10,jak1,undirected,NA,19.625039
her2,erbb2,hsd17b2,undirected,FALSE,19.583324
her2,col12a1,myc,undirected,NA,19.559649
her2,cdk6,pde4dip,undirected,FALSE,19.411038
her2,acvr1,gata3,undirected,NA,19.398827
her2,cdk6,smad7,undirected,NA,19.397953
her2,casp8,epcam,undirected,NA,19.336139
her2,ccnd1,ncor2,undirected,NA,19.335265
her2,notch3,runx1,undirected,NA,19.176776
her2,akr1c4,jak1,undirected,NA,19.063872
her2,casp9,eif4e,undirected,NA,19.046407
her2,fgf1,jak1,undirected,NA,19.017894
her2,cdk2,dab2,undirected,FALSE,18.962213
her2,myc,pms2,undirected,NA,18.954199
her2,casp9,itgav,undirected,NA,18.925094
her2,adam17,cdk6,undirected,NA,18.896927
her2,dab2,runx1,undirected,FALSE,18.884123
her2,casp9,stat3,undirected,NA,18.81416
her2,erbb2,mapt,undirected,FALSE,18.804025
her2,akt1,mmp15,undirected,FALSE,18.742428
her2,jak1,pdgfa,undirected,NA,18.73108
her2,casp8,utrn,undirected,NA,18.671605
her2,cbfb,ccnd1,undirected,NA,18.641346
her2,cdk6,map4,undirected,NA,18.625164
her2,abcc10,myc,undirected,NA,18.576816
her2,stmn2,vegfb,undirected,FALSE,18.570451
her2,cdk6,gdf11,undirected,NA,18.533355
her2,cbfb,cdk6,undirected,NA,18.526131
her2,jak1,pbrm1,undirected,NA,18.512373
her2,myc,rbl2,undirected,NA,18.487264
her2,acvr2b,casp8,undirected,NA,18.469739
her2,acvr2b,ccnd1,undirected,NA,18.40245
her2,jak1,ptprd,undirected,NA,18.383603
her2,bcas3,casp8,undirected,FALSE,18.349889
her2,jak1,thada,undirected,NA,18.307278
her2,myc,ncor1,undirected,NA,18.299197
her2,casp8,tsc2,undirected,NA,18.278157
her2,ccnd1,srd5a1,undirected,NA,18.223599
her2,arid1a,myc,undirected,NA,18.2219
her2,bmpr1a,ccnd1,undirected,FALSE,18.131373
her2,ccnb1,ptprm,undirected,FALSE,18.10399
her2,cacna2d3,mmp1,undirected,FALSE,18.06771
her2,mmp11,runx1,undirected,FALSE,18.05354
her2,pten,sf3b1,undirected,FALSE,18.042365
her2,cdkn1b,gsk3b,undirected,NA,18.011502
her2,cdk6,fas,undirected,NA,17.980801
her2,arid5b,myc,undirected,NA,17.920346
her2,casp8,itgav,undirected,NA,17.863621
her2,cdk6,tsc2,undirected,NA,17.842725
her2,klrg1,mapk1,undirected,FALSE,17.831502
her2,cdk6,ncstn,undirected,NA,17.693196
her2,ccnb1,smad7,undirected,NA,17.683297
her2,gsk3b,myc,undirected,NA,17.630332
her2,eif5a2,jak1,undirected,NA,17.606863
her2,mapk14,pten,undirected,NA,17.567051
her2,adam10,ccnd1,undirected,NA,17.560343
her2,erbb2,map3k5,undirected,NA,17.487989
her2,csf1r,jak2,undirected,NA,17.465741
her2,cdk2,rbl1,undirected,FALSE,17.44025
her2,cdk6,nfkb1,undirected,FALSE,17.389215
her2,akt1,smarcd1,undirected,FALSE,17.363096
her2,mmp11,ptprm,undirected,NA,17.347234
her2,ccnd1,jak1,undirected,NA,17.335445
her2,ccnb1,fam20c,undirected,NA,17.306831
her2,casp8,map4,undirected,NA,17.264955
her2,casp8,gdf11,undirected,NA,17.238822
her2,epcam,gata3,undirected,NA,17.225235
her2,kdm6a,runx1,undirected,FALSE,17.152845
her2,casp8,maml3,undirected,NA,17.151203
her2,mmp1,mmp11,undirected,NA,17.101712
her2,fn1,myc,undirected,NA,17.092114
her2,acvr2b,cdk6,undirected,NA,17.073705
her2,pms2,runx1,undirected,NA,17.026587
her2,hsd17b7,jak1,undirected,FALSE,16.996445
her2,ccnd1,mapk9,undirected,NA,16.996327
her2,casp8,tbl1xr1,undirected,NA,16.991321
her2,casp8,hras,undirected,NA,16.932022
her2,foxo3,runx1,undirected,NA,16.930244
her2,maml3,myc,undirected,NA,16.921964
her2,cdh1,cdk2,undirected,NA,16.920286
her2,cdk6,utrn,undirected,NA,16.888547
her2,casp9,st7,undirected,NA,16.886836
her2,frmd3,tp53,undirected,FALSE,16.87512
her2,casp8,cdk6,undirected,NA,16.868778
her2,abcc1,jak1,undirected,NA,16.868778
her2,akt1,serpini1,undirected,FALSE,16.857399
her2,mmp1,prkcq,undirected,FALSE,16.844972
her2,jak1,mlst8,undirected,NA,16.82874
her2,mmp1,ugt2b15,undirected,NA,16.8041
her2,akt1,gdf11,undirected,NA,16.780021
her2,myc,pik3r3,undirected,NA,16.705092
her2,ccnd2,mapk1,undirected,FALSE,16.696274
her2,mmp11,mmp13,undirected,NA,16.663949
her2,casp8,ctnna1,undirected,NA,16.659687
her2,ar,runx1,undirected,FALSE,16.637418
her2,casp8,notch3,undirected,NA,16.626605
her2,acvr1,mmp1,undirected,NA,16.516058
her2,gdf11,runx1,undirected,NA,16.460232
her2,ccnd1,map2k1,undirected,NA,16.456733
her2,casp8,ncor1,undirected,NA,16.384277
her2,mmp11,mmp14,undirected,FALSE,16.367979
her2,cdk6,fgf1,undirected,NA,16.361894
her2,akt1s1,src,undirected,NA,16.355492
her2,cdk6,ptprd,undirected,NA,16.329265
her2,hdac2,jak1,undirected,NA,16.329265
her2,peg3,runx1,undirected,NA,16.283858
her2,gata3,mapk6,undirected,NA,16.227198
her2,erbb4,myc,undirected,NA,16.189471
her2,casp8,smad4,undirected,NA,16.168259
her2,acvr2a,cdk2,undirected,FALSE,16.168083
her2,cdkn1a,tnk2,cdkn1a -> tnk2 (weak),TRUE,16.107893
her2,myc,nt5e,undirected,NA,16.089897
her2,jak1,myh9,undirected,NA,16.07604
her2,cdk2,ctcf,undirected,NA,16.070461
her2,casp9,nfkb2,undirected,NA,16.041517
her2,casp9,mapk9,undirected,NA,16.039119
her2,ccne1,smad4,undirected,NA,16.032646
her2,ccnd1,hsd17b6,undirected,NA,16.009293
her2,casp9,thada,undirected,NA,15.995332
her2,ccne1,map2k2,undirected,NA,15.965013
her2,sf3b1,src,undirected,NA,15.952048
her2,mapk3,mlst8,undirected,FALSE,15.945172
her2,eif5a2,pten,undirected,NA,15.941829
her2,arid5b,erbb2,undirected,NA,15.931864
her2,map2k1,runx1,undirected,NA,15.914391
her2,dab2,jak1,undirected,NA,15.859905
her2,akt1s1,runx1,undirected,NA,15.760835
her2,mapk14,runx1,undirected,NA,15.724724
her2,erbb2,sdc4,undirected,FALSE,15.693688
her2,bcl2l1,large1,undirected,FALSE,15.663474
her2,birc6,jak1,undirected,NA,15.64836
her2,casp9,tnk2,undirected,NA,15.629008
her2,cdk2,rad51c,undirected,FALSE,15.597771
her2,cdkn1a,map3k1,undirected,FALSE,15.58099
her2,e2f4,rps6kb2,undirected,FALSE,15.570389
her2,myc,utrn,undirected,NA,15.567988
her2,casp8,igf1,undirected,NA,15.564719
her2,jak1,pdgfra,undirected,NA,15.560745
her2,ccnd1,nf2,undirected,NA,15.480438
her2,akt1,smad4,undirected,NA,15.452621
her2,cdk6,hras,undirected,NA,15.413179
her2,gata3,maml3,undirected,NA,15.380757
her2,abcc10,ccne1,undirected,NA,15.379271
her2,cdkn1a,itgav,undirected,NA,15.348508
her2,ccnb1,map3k1,undirected,NA,15.340268
her2,myc,plagl1,undirected,NA,15.296501
her2,e2f3,src,undirected,FALSE,15.285337
her2,rad51,runx1,undirected,NA,15.27685
her2,hsd17b2,vegfa,undirected,FALSE,15.23951
her2,arid5b,mapk1,undirected,FALSE,15.23804
her2,cbfb,runx1,undirected,NA,15.232987
her2,myc,notch3,undirected,NA,15.214143
her2,casp8,fbxw7,undirected,NA,15.186576
her2,cdk6,kdm6a,undirected,NA,15.181973
her2,mmp1,mmp7,undirected,NA,15.159058
her2,casp9,nf2,undirected,NA,15.108629
her2,jak1,nt5e,undirected,NA,15.078832
her2,akt1,ccne1,undirected,FALSE,15.030015
her2,jak1,ppp2cb,undirected,NA,15.005885
her2,ccnd1,gdf11,undirected,NA,14.999747
her2,mmp1,myh9,undirected,NA,14.978504
her2,epcam,runx1,undirected,NA,14.971899
her2,akt1,tubb4b,undirected,FALSE,14.938869
her2,pms2,src,undirected,NA,14.936293
her2,afdn,casp9,undirected,NA,14.922458
her2,erbb2,hsd17b1,undirected,FALSE,14.898087
her2,mapk1,sdc4,undirected,NA,14.898087
her2,fam20c,jak1,undirected,NA,14.883275
her2,casp9,gdf11,undirected,NA,14.861827
her2,cdk6,hdac2,undirected,NA,14.856202
her2,myc,ncoa2,undirected,NA,14.844819
her2,jak1,rps6kb2,undirected,NA,14.821246
her2,cdk6,myh9,undirected,NA,14.816022
her2,srd5a1,vegfa,undirected,FALSE,14.802414
her2,abcc10,cdk6,undirected,NA,14.782314
her2,cdk6,fam20c,undirected,NA,14.780548
her2,arid5b,gata3,undirected,NA,14.748608
her2,cdk6,mapt,undirected,NA,14.722436
her2,adam17,myc,undirected,NA,14.718605
her2,foxo3,src,undirected,NA,14.687782
her2,ccnd1,cyp21a2,undirected,NA,14.682308
her2,mmp1,nt5e,undirected,NA,14.674663
her2,ccnd1,stk11,undirected,NA,14.672123
her2,jak1,pik3r3,undirected,NA,14.666473
her2,arid1a,ccnd1,undirected,NA,14.633996
her2,map2k2,runx1,undirected,NA,14.621734
her2,dab2,pten,undirected,NA,14.621734
her2,hsd17b6,src,undirected,NA,14.606029
her2,cdk2,fancd2,undirected,FALSE,14.533141
her2,ccnd1,foxp1,undirected,NA,14.493987
her2,ccnd1,notch3,undirected,NA,14.492513
her2,casp8,nf2,undirected,NA,14.469438
her2,adam17,cdkn1a,undirected,NA,14.465152
her2,cdkn1a,mapk14,undirected,NA,14.461198
her2,ccnd1,hsd17b10,undirected,FALSE,14.450791
her2,e2f3,foxo3,e2f3 -> foxo3 (weak),TRUE,14.4217
her2,cbfb,e2f4,undirected,NA,14.389536
her2,casp8,ncstn,undirected,NA,14.383516
her2,cdk6,tubb4b,undirected,NA,14.383182
her2,casp8,foxp1,undirected,NA,14.345932
her2,cbfb,gata3,undirected,NA,14.322896
her2,gata3,pdgfra,undirected,NA,14.303532
her2,cyp21a2,gata3,undirected,NA,14.295578
her2,map4,src,undirected,NA,14.293787
her2,adam10,gata3,undirected,NA,14.286376
her2,gata3,mmp1,undirected,NA,14.277115
her2,ccnd1,ncoa3,undirected,NA,14.263474
her2,bcl2l1,ncor2,undirected,FALSE,14.226185
her2,e2f3,notch3,undirected,FALSE,14.209753
her2,frmd3,gata3,undirected,FALSE,14.209753
her2,mmp11,mmp3,undirected,NA,14.190603
her2,cdkn1a,smad4,undirected,NA,14.169735
her2,fbxw7,myc,undirected,NA,14.14684
her2,ccnd1,kdm6a,undirected,NA,14.138389
her2,e2f3,pms2,undirected,NA,14.137233
her2,fas,mmp1,undirected,NA,14.133236
her2,akt1,fgf1,undirected,NA,14.090668
her2,rpgr,vegfa,undirected,FALSE,14.080523
her2,cdk6,pbrm1,undirected,NA,14.043342
her2,casp9,smad1,undirected,NA,14.037103
her2,map3k5,mapk3,undirected,FALSE,14.004735
her2,cdk6,ptprm,undirected,NA,13.976282
her2,ccnd1,stat3,undirected,NA,13.910465
her2,akt1s1,casp9,undirected,NA,13.898697
her2,myc,stk11,undirected,NA,13.898697
her2,casp9,foxp1,undirected,NA,13.888695
her2,casp9,dab2,undirected,NA,13.884468
her2,casp8,heyl,undirected,NA,13.872586
her2,ccnd1,wwox,undirected,NA,13.870348
her2,casp9,cyp21a2,undirected,NA,13.829964
her2,gata3,map4,undirected,NA,13.823376
her2,ccnd1,fas,undirected,NA,13.8047
her2,cdk6,erbb4,undirected,NA,13.762216
her2,casp8,myc,undirected,NA,13.734016
her2,jak1,large1,undirected,NA,13.715665
her2,cdk6,zfp36l1,undirected,NA,13.712838
her2,erbb2,hsd17b14,undirected,FALSE,13.705682
her2,casp8,cbfb,undirected,NA,13.675103
her2,map2k1,src,undirected,NA,13.638616
her2,cdh1,jak1,undirected,NA,13.624404
her2,akt1,pms2,undirected,NA,13.593745
her2,akt1,itgb3,undirected,FALSE,13.579262
her2,e2f4,mmp25,undirected,FALSE,13.551395
her2,myc,ncor2,undirected,NA,13.537028
her2,casp9,tbl1xr1,undirected,NA,13.519935
her2,myc,smad1,undirected,NA,13.513776
her2,hdac2,mmp1,undirected,NA,13.497164
her2,fam20c,gata3,undirected,NA,13.444954
her2,casp8,stk11,undirected,NA,13.41495
her2,cdk6,rbl2,undirected,NA,13.398672
her2,cdkn1b,rpgr,undirected,FALSE,13.377734
her2,ccne1,mmp15,undirected,NA,13.341688
her2,cdkn1a,mapk6,undirected,NA,13.325605
her2,gata3,jak1,undirected,NA,13.32508
her2,gata3,tnk2,undirected,NA,13.312548
her2,casp9,ppp2cb,undirected,NA,13.293568
her2,mmp1,tubb4a,undirected,FALSE,13.287235
her2,e2f3,map3k5,undirected,NA,13.26304
her2,acvr2b,myc,undirected,NA,13.25373
her2,cyp21a2,myc,undirected,NA,13.244051
her2,adam17,casp9,undirected,NA,13.23817
her2,foxo3,myc,undirected,NA,13.215816
her2,hsd17b2,jak1,undirected,NA,13.19566
her2,ccnd3,jak1,undirected,NA,13.179757
her2,acvr2a,mapk3,undirected,FALSE,13.171136
her2,src,tubb4b,undirected,NA,13.143799
her2,ccnd1,mapk6,undirected,NA,13.07011
her2,cdkn1a,gdf11,undirected,NA,13.055618
her2,ccnb1,ubr5,undirected,FALSE,13.032415
her2,cdk6,mapk1,undirected,NA,13.013055
her2,cdkn1a,hsd17b6,undirected,NA,13.004731
her2,chd1,gata3,undirected,NA,12.976326
her2,casp9,mapk14,undirected,NA,12.96878
her2,myc,tsc2,undirected,NA,12.965364
her2,ccnb1,cdk6,undirected,FALSE,12.964255
her2,ccnb1,jak1,undirected,NA,12.958375
her2,asxl1,pten,undirected,NA,12.952596
her2,myc,nfkb2,undirected,NA,12.946618
her2,mapk1,nf2,undirected,NA,12.886832
her2,gata3,psen2,undirected,NA,12.881889
her2,mmp1,tbx3,undirected,NA,12.86859
her2,mapk3,spry2,undirected,FALSE,12.83708
her2,mmp11,smad7,undirected,NA,12.758545
her2,cdk6,spry2,undirected,NA,12.744447
her2,ccne1,fgf1,undirected,NA,12.681589
her2,itgav,runx1,undirected,NA,12.675635
her2,jak1,wwox,undirected,NA,12.661941
her2,hsd17b7,tp53,undirected,FALSE,12.654861
her2,foxp1,vegfa,undirected,FALSE,12.602437
her2,ccnd1,smad4,undirected,NA,12.573871
her2,gata3,ttyh1,undirected,NA,12.548945
her2,e2f3,jak1,undirected,NA,12.539754
her2,birc6,casp8,undirected,NA,12.492825
her2,jak1,notch3,undirected,NA,12.492531
her2,myc,rad51,undirected,NA,12.471991
her2,itgav,src,undirected,NA,12.442549
her2,cdk2,palb2,undirected,FALSE,12.376752
her2,gata3,hdac2,undirected,NA,12.372325
her2,hsd17b1,mapk3,undirected,FALSE,12.364031
her2,casp8,runx1,undirected,NA,12.359726
her2,jak1,map3k1,undirected,NA,12.354967
her2,fas,gata3,undirected,NA,12.319592
her2,ccnb1,itgav,undirected,NA,12.319578
her2,cdk6,sf3b1,undirected,NA,12.312
her2,jak1,sdc4,undirected,NA,12.311044
her2,ackr3,ccne1,undirected,NA,12.296204
her2,casp9,rbpj,undirected,NA,12.283705
her2,mapk3,st7,undirected,FALSE,12.271722
her2,ccnd1,mapt,undirected,NA,12.261153
her2,cdkn1a,jak1,undirected,NA,12.224748
her2,raf1,src,undirected,NA,12.202743
her2,casp8,tnk2,undirected,NA,12.200027
her2,casp8,plagl1,undirected,NA,12.19828
her2,myc,ugt2b15,undirected,NA,12.19828
her2,smarcd1,src,undirected,NA,12.15179
her2,bcl2l1,smad4,undirected,NA,12.149566
her2,ccne1,src,undirected,NA,12.136198
her2,heyl,mmp1,undirected,NA,12.136198
her2,myc,ncstn,undirected,NA,12.134408
her2,myc,nrip1,undirected,NA,12.133428
her2,erbb2,zfp36l1,undirected,NA,12.111837
her2,casp9,rad51,undirected,NA,12.111837
her2,abcc10,akt1,undirected,NA,12.108487
her2,large1,runx1,undirected,NA,12.092596
her2,cdk6,ppp2cb,undirected,NA,12.06461
her2,runx1,src,undirected,NA,12.051579
her2,myc,tnk2,undirected,NA,12.03005
her2,acvr2a,akt1,undirected,FALSE,12.025036
her2,hey2,runx1,undirected,NA,12.014004
her2,jak1,kdm5a,undirected,NA,12.010379
her2,casp8,erbb4,undirected,NA,11.996426
her2,akr1c4,cdk6,undirected,NA,11.981873
her2,cbfb,cdkn1a,undirected,NA,11.966731
her2,akt1,hsd17b6,undirected,NA,11.954846999999999
her2,ccnd1,utrn,undirected,NA,11.94964
her2,hsd17b3,jak1,undirected,NA,11.91569
her2,ccne1,slc19a1,undirected,NA,11.908867
her2,ccnb1,cdkn1b,undirected,NA,11.8998
her2,mmp11,plagl1,undirected,NA,11.883444
her2,ccnd1,sdc4,undirected,NA,11.883444
her2,gata3,hes2,undirected,FALSE,11.866205
her2,casp9,ctnna1,undirected,NA,11.865947
her2,mmp1,setd2,undirected,NA,11.861145
her2,casp9,fgf1,undirected,NA,11.859352
her2,bcl2l1,mapk6,undirected,NA,11.851718
her2,akt1,pik3r3,undirected,NA,11.769689
her2,casp9,gsk3b,undirected,NA,11.760445
her2,casp9,smad4,undirected,NA,11.75348
her2,ccnb1,stat3,undirected,NA,11.732693
her2,ccne1,col6a3,undirected,NA,11.730139
her2,acvr2b,cdkn1a,undirected,NA,11.681837
her2,col6a3,mmp1,undirected,NA,11.670434
her2,cdk2,rad51,undirected,NA,11.663601
her2,gata3,setd2,undirected,NA,11.662771
her2,mecom,runx1,undirected,NA,11.656453
her2,e2f4,rbl2,undirected,NA,11.643898
her2,cdk6,sdc4,undirected,NA,11.639262
her2,casp9,erbb4,undirected,NA,11.636176
her2,mapt,runx1,undirected,NA,11.635084
her2,arid1a,casp9,undirected,NA,11.630077
her2,jak1,psen2,undirected,NA,11.614705
her2,casp8,gsk3b,undirected,NA,11.608956
her2,akr1c4,casp8,undirected,NA,11.561574
her2,erbb3,jak2,undirected,NA,11.555156
her2,cdk6,pms2,undirected,NA,11.552087
her2,ccnd1,fbxw7,undirected,NA,11.550595
her2,map3k1,mmp1,undirected,NA,11.545591
her2,casp8,slc19a1,undirected,NA,11.501704
her2,casp9,map2k2,undirected,NA,11.484338
her2,ccne1,tubb4b,undirected,NA,11.474071
her2,erbb2,ncoa2,undirected,NA,11.471938
her2,ccnd1,zfp36l1,undirected,NA,11.468316
her2,mmp15,myc,undirected,NA,11.456197
her2,gata3,kdm5a,undirected,NA,11.447997
her2,akt1,map2k1,undirected,NA,11.447997
her2,hsd17b6,mmp11,undirected,NA,11.443907
her2,bmpr1a,casp9,undirected,NA,11.437373
her2,abcc10,src,undirected,NA,11.436252
her2,afdn,myc,undirected,NA,11.426197
her2,pik3r3,runx1,undirected,NA,11.425429
her2,cdk2,nf2,undirected,NA,11.425392
her2,ccne1,hsd17b6,undirected,NA,11.414305
her2,akr1c4,ccnd1,undirected,NA,11.387208
her2,casp8,mapk1,undirected,NA,11.387208
her2,adgra2,ccnd1,undirected,NA,11.384417
her2,hsd17b6,myc,undirected,NA,11.381889
her2,casp8,mmp15,undirected,NA,11.380338
her2,mapk1,tbx3,undirected,NA,11.379098
her2,dab2,e2f3,undirected,NA,11.360826
her2,casp8,rpgr,undirected,NA,11.335653
her2,ccnb1,notch2,undirected,NA,11.335653
her2,casp8,nfkb2,undirected,NA,11.321119
her2,cdkn1b,map2k2,undirected,NA,11.293534
her2,akt1,mmp13,undirected,NA,11.283645
her2,asxl1,cdk6,undirected,NA,11.269914
her2,cdkn1b,e2f4,undirected,FALSE,11.26988
her2,erbb4,runx1,undirected,NA,11.264039
her2,mapk3,zfp36l1,undirected,NA,11.251439
her2,e2f3,mapk9,undirected,NA,11.247979
her2,runx1,smad1,undirected,NA,11.245723
her2,erbb2,rab25,undirected,NA,11.227912
her2,dab2,myc,undirected,NA,11.204504
her2,gata3,hsd17b4,undirected,FALSE,11.203961
her2,ccnb1,ctcf,undirected,NA,11.185913
her2,ccnb1,kdm3a,undirected,NA,11.184824
her2,cdkn1b,lifr,undirected,NA,11.181649
her2,casp8,shank2,undirected,NA,11.166183
her2,nf2,runx1,undirected,NA,11.146465
her2,casp9,ncoa3,undirected,NA,11.143273
her2,gata3,plagl1,undirected,NA,11.122479
her2,nfkb2,runx1,undirected,NA,11.116347
her2,ccnd3,cdk2,undirected,FALSE,11.114989
her2,cdkn1a,eif4e,undirected,NA,11.079904
her2,gdf11,pten,undirected,NA,11.069005
her2,acvr2b,akt1,undirected,NA,11.064798
her2,cdk6,shank2,undirected,NA,11.064454
her2,cdk2,ncor1,undirected,NA,11.046918
her2,ccne1,tnk2,undirected,NA,11.032791
her2,cdkn1b,maml1,undirected,FALSE,11.023974
her2,bcl2l1,map2k1,undirected,NA,11.021395
her2,cdkn1b,ptpn22,undirected,NA,11.000115
her2,akt1,eif5a2,undirected,NA,10.984198
her2,asxl2,cdk6,undirected,NA,10.973616
her2,ccnd1,plagl1,undirected,NA,10.946037
her2,abcc1,cdkn1b,undirected,NA,10.919326
her2,ccnd1,sf3b1,undirected,NA,10.914241
her2,e2f3,eif4e,undirected,NA,10.891356
her2,heyl,jak2,undirected,FALSE,10.88083
her2,igf1,jak1,undirected,NA,10.879647
her2,acvr1,erbb2,undirected,NA,10.876675
her2,cdkn1a,mmp19,undirected,NA,10.85285
her2,bmp4,myc,undirected,NA,10.844588
her2,prkcq,runx1,undirected,NA,10.788855
her2,thada,vegfa,undirected,FALSE,10.749505
her2,jak1,serpini1,undirected,NA,10.727625
her2,ccne1,stat3,undirected,NA,10.723505
her2,arl11,bcl2l1,undirected,NA,10.721089
her2,e2f3,ncoa3,undirected,NA,10.691136
her2,gata3,rpgr,undirected,NA,10.67847
her2,dph1,jak1,undirected,NA,10.677278
her2,casp9,hsd17b6,undirected,NA,10.665474
her2,cdk6,stmn2,undirected,NA,10.659058
her2,bcl2l1,notch2,undirected,NA,10.648752
her2,abcc10,cdkn1b,undirected,NA,10.644028
her2,casp8,ugt2b15,undirected,NA,10.633629000000001
her2,mapk6,myc,undirected,NA,10.627193
her2,hsd17b3,src,undirected,FALSE,10.622645
her2,myc,shank2,undirected,NA,10.609426
her2,cdk6,fbxw7,undirected,NA,10.60766
her2,mmp1,mmp14,undirected,NA,10.589998
her2,mapk1,ptpn22,undirected,NA,10.557321
her2,hsd17b2,mapk3,undirected,NA,10.547546
her2,men1,vegfa,undirected,FALSE,10.528881
her2,cdk6,nt5e,undirected,NA,10.524232
her2,pten,tbx3,undirected,NA,10.510037
her2,gata3,wfdc2,undirected,NA,10.488271
her2,cdk6,csf1r,undirected,NA,10.480169
her2,acvr2b,mmp1,undirected,NA,10.462648
her2,casp9,plagl1,undirected,NA,10.455093
her2,pten,runx1,undirected,NA,10.445984
her2,adgra2,pten,undirected,NA,10.437307
her2,ncoa3,pten,undirected,NA,10.43484
her2,e2f3,myc,undirected,NA,10.4282
her2,akt1,tbl1xr1,undirected,NA,10.414156
her2,e2f4,mapt,undirected,FALSE,10.405256
her2,notch3,src,undirected,NA,10.3845
her2,casp9,runx1,undirected,NA,10.382898
her2,e2f1,tert,undirected,FALSE,10.382257
her2,ncstn,runx1,undirected,NA,10.366434
her2,acvr2a,mmp11,undirected,NA,10.337533
her2,ccnd1,eif5a2,undirected,NA,10.307789
her2,map3k1,myc,undirected,NA,10.301916
her2,fas,jak2,undirected,NA,10.296832
her2,cdkn1b,mapk3,undirected,NA,10.294558
her2,mmp11,ncor2,undirected,NA,10.280103
her2,ccnd1,tsc2,undirected,NA,10.235392
her2,hey1,mmp11,undirected,NA,10.164796
her2,bmf,erbb2,undirected,FALSE,10.155899
her2,jak1,srd5a1,undirected,NA,10.111227
her2,erbb2,ttyh1,undirected,NA,10.108335
her2,eif4e,gata3,undirected,NA,10.092634
her2,ccnb1,foxp1,undirected,NA,10.08411
